username,mention_count,roles,username_lower,is_known_bot,only_comments,high_volume,is_behavioral_bot,suspected_bot
Rajatkul1998,2,"['comment_authors', 'author']",rajatkul1998,False,False,False,False,False
kaushikb11,2,['author'],kaushikb11,False,False,False,False,False
yanbing-j,100,"['comment_authors', 'review_comment_authors', 'author']",yanbing-j,False,False,False,False,False
narang99,25,"['comment_authors', 'review_comment_authors', 'author']",narang99,False,False,False,False,False
venkateshtata,8,"['comment_authors', 'review_comment_authors', 'author']",venkateshtata,False,False,False,False,False
sigmunjr,2,"['comment_authors', 'author']",sigmunjr,False,False,False,False,False
pengwa,1,['review_comment_authors'],pengwa,False,True,False,True,True
edmundchang,1,['author'],edmundchang,False,False,False,False,False
shil-m,1,['author'],shil-m,False,False,False,False,False
zkneupper,1,['author'],zkneupper,False,False,False,False,False
lijiangfang,3,['author'],lijiangfang,False,False,False,False,False
kev-zheng,7,"['comment_authors', 'author']",kev-zheng,False,False,False,False,False
austinpagan,4,"['comment_authors', 'review_comment_authors', 'author']",austinpagan,False,False,False,False,False
wqwu-fb,3,"['comment_authors', 'review_comment_authors', 'author']",wqwu-fb,False,False,False,False,False
helunwencser,3,['author'],helunwencser,False,False,False,False,False
abock,48,"['comment_authors', 'review_comment_authors', 'author']",abock,False,False,False,False,False
prasanthpul,1,['comment_authors'],prasanthpul,False,True,False,True,True
keineahnung2345,4,"['comment_authors', 'author']",keineahnung2345,False,False,False,False,False
coreylammie,5,"['comment_authors', 'review_comment_authors', 'author']",coreylammie,False,False,False,False,False
Xia-Weiwen,163,"['comment_authors', 'review_comment_authors', 'author']",xia-weiwen,False,False,False,False,False
sedrews,3,"['comment_authors', 'review_comment_authors', 'author']",sedrews,False,False,False,False,False
mleshen,2,['author'],mleshen,False,False,False,False,False
abladawood,3,"['comment_authors', 'author']",abladawood,False,False,False,False,False
1ntEgr8,68,"['comment_authors', 'review_comment_authors', 'author']",1ntegr8,False,False,False,False,False
igorsafo,1,['review_comment_authors'],igorsafo,False,True,False,True,True
kingchc,6,"['review_comment_authors', 'author']",kingchc,False,False,False,False,False
nivesh48,1,['author'],nivesh48,False,False,False,False,False
angelayi,542,"['comment_authors', 'review_comment_authors', 'author']",angelayi,False,False,True,True,True
pls331,4,['author'],pls331,False,False,False,False,False
zeakey,2,['author'],zeakey,False,False,False,False,False
Adnios,6,"['comment_authors', 'review_comment_authors', 'author']",adnios,False,False,False,False,False
digantamisra98,1,['review_comment_authors'],digantamisra98,False,True,False,True,True
Filco306,1,['comment_authors'],filco306,False,True,False,True,True
mrunal512,2,['author'],mrunal512,False,False,False,False,False
saketh-are,68,"['comment_authors', 'review_comment_authors', 'author']",saketh-are,False,False,False,False,False
cksajil,1,['author'],cksajil,False,False,False,False,False
eternalphane,1,['author'],eternalphane,False,False,False,False,False
GavinPHR,2,['author'],gavinphr,False,False,False,False,False
satani99,1,['author'],satani99,False,False,False,False,False
lishanYang,4,['author'],lishanyang,False,False,False,False,False
shividhar,1,['author'],shividhar,False,False,False,False,False
semrefb,1,['author'],semrefb,False,False,False,False,False
awgu,1516,"['comment_authors', 'review_comment_authors', 'author']",awgu,False,False,True,True,True
esantorella,6,"['comment_authors', 'author']",esantorella,False,False,False,False,False
ramvenkat98,8,"['comment_authors', 'author', 'review_comment_authors']",ramvenkat98,False,False,False,False,False
ps-19,1,['author'],ps-19,False,False,False,False,False
aspenstarss,4,"['comment_authors', 'review_comment_authors', 'author']",aspenstarss,False,False,False,False,False
developer0hye,2,['author'],developer0hye,False,False,False,False,False
aflah02,2,"['comment_authors', 'author']",aflah02,False,False,False,False,False
ChenYuHo,3,"['comment_authors', 'author']",chenyuho,False,False,False,False,False
bradba,1,['author'],bradba,False,False,False,False,False
jrcavani,1,['comment_authors'],jrcavani,False,True,False,True,True
hmc-cs-mdrissi,1,['author'],hmc-cs-mdrissi,False,False,False,False,False
wangkuiyi,13,"['comment_authors', 'review_comment_authors', 'author']",wangkuiyi,False,False,False,False,False
leej35,1,['author'],leej35,False,False,False,False,False
IAmKohlton,3,"['comment_authors', 'author']",iamkohlton,False,False,False,False,False
Doublelucker,1,['comment_authors'],doublelucker,False,True,False,True,True
zejun-chen,27,"['comment_authors', 'author', 'review_comment_authors']",zejun-chen,False,False,False,False,False
Varal7,88,"['comment_authors', 'review_comment_authors', 'author']",varal7,False,False,False,False,False
SirLegolot,9,"['comment_authors', 'review_comment_authors', 'author']",sirlegolot,False,False,False,False,False
TJ-coding,4,"['comment_authors', 'review_comment_authors', 'author']",tj-coding,False,False,False,False,False
michaelbenayoun,2,"['comment_authors', 'author']",michaelbenayoun,False,False,False,False,False
taozhiwei,1,['comment_authors'],taozhiwei,False,True,False,True,True
caogao,1,['author'],caogao,False,False,False,False,False
epwalsh,3,"['review_comment_authors', 'author']",epwalsh,False,False,False,False,False
jaiswalshash,2,"['comment_authors', 'author']",jaiswalshash,False,False,False,False,False
wbaek,1,['author'],wbaek,False,False,False,False,False
willfrey,2,"['comment_authors', 'author']",willfrey,False,False,False,False,False
DTorres36,1,['comment_authors'],dtorres36,False,True,False,True,True
enpefb,1,['author'],enpefb,False,False,False,False,False
deniskokarev,4,"['comment_authors', 'review_comment_authors', 'author']",deniskokarev,False,False,False,False,False
martinPasen,3,"['comment_authors', 'review_comment_authors', 'author']",martinpasen,False,False,False,False,False
HaoZeke,30,"['comment_authors', 'review_comment_authors', 'author']",haozeke,False,False,False,False,False
jg2912,3,"['comment_authors', 'review_comment_authors', 'author']",jg2912,False,False,False,False,False
kazhou,30,"['comment_authors', 'review_comment_authors', 'author']",kazhou,False,False,False,False,False
praneethratna,5,"['comment_authors', 'review_comment_authors', 'author']",praneethratna,False,False,False,False,False
davidfrz,3,"['comment_authors', 'author']",davidfrz,False,False,False,False,False
bluenote10,5,"['comment_authors', 'review_comment_authors', 'author']",bluenote10,False,False,False,False,False
yuhc,8,"['comment_authors', 'review_comment_authors', 'author']",yuhc,False,False,False,False,False
gautamborad,2,"['comment_authors', 'author']",gautamborad,False,False,False,False,False
dimitrijejankov,6,['author'],dimitrijejankov,False,False,False,False,False
RobinDong,2,"['comment_authors', 'author']",robindong,False,False,False,False,False
pavithranrao,90,"['comment_authors', 'review_comment_authors', 'author']",pavithranrao,False,False,False,False,False
y-x-c,2,"['comment_authors', 'author']",y-x-c,False,False,False,False,False
simonseo,2,['author'],simonseo,False,False,False,False,False
ShigekiKarita,1,['author'],shigekikarita,False,False,False,False,False
ybcmath,2,['author'],ybcmath,False,False,False,False,False
qchip,1,['author'],qchip,False,False,False,False,False
karolsputo,5,"['comment_authors', 'review_comment_authors', 'author']",karolsputo,False,False,False,False,False
Amyh11325,40,"['comment_authors', 'review_comment_authors', 'author']",amyh11325,False,False,False,False,False
ertrue,2,['author'],ertrue,False,False,False,False,False
carmocca,16,"['comment_authors', 'review_comment_authors', 'author']",carmocca,False,False,False,False,False
sawradip,1,['author'],sawradip,False,False,False,False,False
hanhsienhuang,2,['author'],hanhsienhuang,False,False,False,False,False
dblakely,1,['comment_authors'],dblakely,False,True,False,True,True
bowangbj,45,"['comment_authors', 'review_comment_authors', 'author']",bowangbj,False,False,False,False,False
MatthewBM,1,['author'],matthewbm,False,False,False,False,False
ZackPashkin,1,['author'],zackpashkin,False,False,False,False,False
RaghavPrabhakar66,2,"['review_comment_authors', 'author']",raghavprabhakar66,False,False,False,False,False
alanwaketan,502,"['comment_authors', 'review_comment_authors', 'author']",alanwaketan,False,False,True,True,True
DamonDeng,1,['author'],damondeng,False,False,False,False,False
marjanfariborz,13,"['review_comment_authors', 'author']",marjanfariborz,False,False,False,False,False
xiaolil1,6,"['comment_authors', 'author']",xiaolil1,False,False,False,False,False
fuzihaofzh,1,['author'],fuzihaofzh,False,False,False,False,False
rsemenov,8,"['comment_authors', 'review_comment_authors', 'author']",rsemenov,False,False,False,False,False
shauray8,2,"['comment_authors', 'author']",shauray8,False,False,False,False,False
malaybag,1,['author'],malaybag,False,False,False,False,False
0xGuybrush,1,['comment_authors'],0xguybrush,False,True,False,True,True
erksch,4,"['comment_authors', 'review_comment_authors']",erksch,False,True,False,True,True
mbc,2,"['comment_authors', 'author']",mbc,False,False,False,False,False
calvinmccarter-at-lightmatter,3,"['comment_authors', 'review_comment_authors', 'author']",calvinmccarter-at-lightmatter,False,False,False,False,False
senysenyseny16,1,['author'],senysenyseny16,False,False,False,False,False
mautier,3,"['comment_authors', 'review_comment_authors', 'author']",mautier,False,False,False,False,False
VitamintK,1,['comment_authors'],vitamintk,False,True,False,True,True
another-pjohnson,7,"['comment_authors', 'review_comment_authors', 'author']",another-pjohnson,False,False,False,False,False
chedatomasz,3,"['comment_authors', 'author']",chedatomasz,False,False,False,False,False
d-miketa,1,['comment_authors'],d-miketa,False,True,False,True,True
InCogNiTo124,1,['comment_authors'],incognito124,False,True,False,True,True
thomaslv93,1,['author'],thomaslv93,False,False,False,False,False
d1jang,66,"['comment_authors', 'author']",d1jang,False,False,False,False,False
BBuf,7,"['comment_authors', 'review_comment_authors', 'author']",bbuf,False,False,False,False,False
YCB-1027,1,['comment_authors'],ycb-1027,False,True,False,True,True
mdmn07C5,1,['author'],mdmn07c5,False,False,False,False,False
VidocqH,1,['author'],vidocqh,False,False,False,False,False
ferrine,2,"['comment_authors', 'author']",ferrine,False,False,False,False,False
DBraun,4,"['comment_authors', 'review_comment_authors', 'author']",dbraun,False,False,False,False,False
kaanberke,2,"['comment_authors', 'author']",kaanberke,False,False,False,False,False
rusty1s,15,"['comment_authors', 'review_comment_authors', 'author']",rusty1s,False,False,False,False,False
SiddeshSambasivam,2,"['comment_authors', 'author']",siddeshsambasivam,False,False,False,False,False
XuanBaby,1,['author'],xuanbaby,False,False,False,False,False
johann-petrak,2,"['comment_authors', 'author']",johann-petrak,False,False,False,False,False
1013801464,2,['comment_authors'],1013801464,False,True,False,True,True
laurencer,6,"['comment_authors', 'review_comment_authors', 'author']",laurencer,False,False,False,False,False
mskoh52,2,"['comment_authors', 'author']",mskoh52,False,False,False,False,False
dongin1009,1,['comment_authors'],dongin1009,False,True,False,True,True
chloeyutianyi,4,['author'],chloeyutianyi,False,False,False,False,False
tillahoffmann,23,"['comment_authors', 'review_comment_authors', 'author']",tillahoffmann,False,False,False,False,False
jshen,16,['author'],jshen,False,False,False,False,False
JINAY08,1,['author'],jinay08,False,False,False,False,False
DUKaige,1,['author'],dukaige,False,False,False,False,False
mikeiovine,192,"['comment_authors', 'review_comment_authors', 'author']",mikeiovine,False,False,False,False,False
jerryzhenleicai,8,"['comment_authors', 'review_comment_authors', 'author']",jerryzhenleicai,False,False,False,False,False
xiaoyu-work,2,"['comment_authors', 'author']",xiaoyu-work,False,False,False,False,False
weijiadeng,1,['author'],weijiadeng,False,False,False,False,False
HarutMov,13,"['review_comment_authors', 'author']",harutmov,False,False,False,False,False
motanvfb,6,"['comment_authors', 'author']",motanvfb,False,False,False,False,False
devpramod,1,['author'],devpramod,False,False,False,False,False
tktrungna,65,"['comment_authors', 'review_comment_authors', 'author']",tktrungna,False,False,False,False,False
MUDIT57,1,['author'],mudit57,False,False,False,False,False
rkansal47,3,"['comment_authors', 'review_comment_authors', 'author']",rkansal47,False,False,False,False,False
ndkshr,1,['author'],ndkshr,False,False,False,False,False
chowarfb,4,"['comment_authors', 'author']",chowarfb,False,False,False,False,False
impratikspatil,1,['author'],impratikspatil,False,False,False,False,False
salilsdesai,175,"['comment_authors', 'review_comment_authors', 'author']",salilsdesai,False,False,False,False,False
CaoE,238,"['comment_authors', 'review_comment_authors', 'author']",caoe,False,False,False,False,False
dfalbel,12,"['comment_authors', 'review_comment_authors', 'author']",dfalbel,False,False,False,False,False
MaxMotovilov,3,"['comment_authors', 'review_comment_authors', 'author']",maxmotovilov,False,False,False,False,False
Lanezzz,1,['review_comment_authors'],lanezzz,False,True,False,True,True
amrollah,1,['comment_authors'],amrollah,False,True,False,True,True
m3rlin45,1,['author'],m3rlin45,False,False,False,False,False
ZetiMente,1,['comment_authors'],zetimente,False,True,False,True,True
samlurye,1,['author'],samlurye,False,False,False,False,False
bsarden,1,['comment_authors'],bsarden,False,True,False,True,True
gaocegege,5,"['comment_authors', 'review_comment_authors', 'author']",gaocegege,False,False,False,False,False
chengscott,10,"['comment_authors', 'review_comment_authors', 'author']",chengscott,False,False,False,False,False
meehatpa,2,"['comment_authors', 'author']",meehatpa,False,False,False,False,False
mcurtis-cadence,2,"['comment_authors', 'author']",mcurtis-cadence,False,False,False,False,False
asaadaldien,1,['comment_authors'],asaadaldien,False,True,False,True,True
yidawang-oss,3,"['review_comment_authors', 'author']",yidawang-oss,False,False,False,False,False
Moudipa01,1,['author'],moudipa01,False,False,False,False,False
aeioaeu,1,['author'],aeioaeu,False,False,False,False,False
Pencab,1,['comment_authors'],pencab,False,True,False,True,True
kyshel,2,"['comment_authors', 'author']",kyshel,False,False,False,False,False
AnirudhDagar,15,"['comment_authors', 'review_comment_authors', 'author']",anirudhdagar,False,False,False,False,False
slawlor,2,['author'],slawlor,False,False,False,False,False
kylematoba,3,['author'],kylematoba,False,False,False,False,False
alexbeloi,16,['author'],alexbeloi,False,False,False,False,False
Krystal225,3,"['review_comment_authors', 'author']",krystal225,False,False,False,False,False
Harshshokeen09,2,"['author', 'review_comment_authors']",harshshokeen09,False,False,False,False,False
hanton,18,"['comment_authors', 'author']",hanton,False,False,False,False,False
cpatru,1,['author'],cpatru,False,False,False,False,False
szewaiyuen7,8,"['comment_authors', 'review_comment_authors', 'author']",szewaiyuen7,False,False,False,False,False
yusuo,7,"['comment_authors', 'review_comment_authors', 'author']",yusuo,False,False,False,False,False
kimbayashanologatiniburgettoilalalourvr,1,['comment_authors'],kimbayashanologatiniburgettoilalalourvr,False,True,False,True,True
asalioufb,8,"['comment_authors', 'author']",asalioufb,False,False,False,False,False
beback4u,32,"['comment_authors', 'review_comment_authors', 'author']",beback4u,False,False,False,False,False
cneyang,2,['author'],cneyang,False,False,False,False,False
BenTenmann,1,['author'],bentenmann,False,False,False,False,False
vmoens,14,"['author', 'comment_authors', 'review_comment_authors']",vmoens,False,False,False,False,False
JohnNesbit,3,"['comment_authors', 'author']",johnnesbit,False,False,False,False,False
mshang816,1,['author'],mshang816,False,False,False,False,False
chunyuan-w,193,"['comment_authors', 'review_comment_authors', 'author']",chunyuan-w,False,False,False,False,False
mostafaelhoushi,7,"['comment_authors', 'review_comment_authors', 'author']",mostafaelhoushi,False,False,False,False,False
JouleYuan,3,['author'],jouleyuan,False,False,False,False,False
vovaf709,1,['author'],vovaf709,False,False,False,False,False
MengeTM,2,"['review_comment_authors', 'author']",mengetm,False,False,False,False,False
liligwu,1,['author'],liligwu,False,False,False,False,False
louie-tsai,1,['comment_authors'],louie-tsai,False,True,False,True,True
blzheng,67,"['comment_authors', 'review_comment_authors', 'author']",blzheng,False,False,False,False,False
FlorentCLMichel,1,['author'],florentclmichel,False,False,False,False,False
qihqi,170,"['comment_authors', 'review_comment_authors', 'author']",qihqi,False,False,False,False,False
yinbinm,2,['author'],yinbinm,False,False,False,False,False
kflu,47,"['comment_authors', 'review_comment_authors', 'author']",kflu,False,False,False,False,False
PINTO0309,3,"['comment_authors', 'review_comment_authors', 'author']",pinto0309,False,False,False,False,False
josephrocca,1,['comment_authors'],josephrocca,False,True,False,True,True
susrutadas,1,['author'],susrutadas,False,False,False,False,False
masguit42,1,['author'],masguit42,False,False,False,False,False
Quetzalcohuatl,1,['author'],quetzalcohuatl,False,False,False,False,False
dhivyadharshin,1,['author'],dhivyadharshin,False,False,False,False,False
wushirong,60,"['comment_authors', 'review_comment_authors', 'author']",wushirong,False,False,False,False,False
sirish-gambhira,1,['comment_authors'],sirish-gambhira,False,True,False,True,True
davides,4,"['comment_authors', 'review_comment_authors', 'author']",davides,False,False,False,False,False
ashishxsolanki,1,['author'],ashishxsolanki,False,False,False,False,False
vaibhav2345,1,['author'],vaibhav2345,False,False,False,False,False
langong347,15,"['comment_authors', 'review_comment_authors', 'author']",langong347,False,False,False,False,False
DePasqualeOrg,2,"['comment_authors', 'author']",depasqualeorg,False,False,False,False,False
slowy07,2,"['comment_authors', 'author']",slowy07,False,False,False,False,False
priyaramani,55,"['comment_authors', 'review_comment_authors', 'author']",priyaramani,False,False,False,False,False
eliphatfs,4,"['comment_authors', 'review_comment_authors', 'author']",eliphatfs,False,False,False,False,False
ShaswatPanda,1,['author'],shaswatpanda,False,False,False,False,False
aswinmurali-io,2,"['comment_authors', 'author']",aswinmurali-io,False,False,False,False,False
xunsongh,7,"['comment_authors', 'author']",xunsongh,False,False,False,False,False
sanchitintel,92,"['comment_authors', 'review_comment_authors', 'author']",sanchitintel,False,False,False,False,False
Annmariyajose,1,['author'],annmariyajose,False,False,False,False,False
cccntu,2,"['review_comment_authors', 'author']",cccntu,False,False,False,False,False
nimaelyasi,2,"['review_comment_authors', 'author']",nimaelyasi,False,False,False,False,False
ohgnoes,1,['author'],ohgnoes,False,False,False,False,False
ananya07105,1,['author'],ananya07105,False,False,False,False,False
nivedwho,2,"['comment_authors', 'author']",nivedwho,False,False,False,False,False
poojap10,2,"['comment_authors', 'author']",poojap10,False,False,False,False,False
uakarsh,1,['author'],uakarsh,False,False,False,False,False
prabhupad26,2,"['comment_authors', 'author']",prabhupad26,False,False,False,False,False
helenHlz,1,['comment_authors'],helenhlz,False,True,False,True,True
GuWei007,6,"['comment_authors', 'author']",guwei007,False,False,False,False,False
venkatdvs111,1,['author'],venkatdvs111,False,False,False,False,False
monajalal,1,['comment_authors'],monajalal,False,True,False,True,True
pigei,1,['author'],pigei,False,False,False,False,False
yqhu,9,"['comment_authors', 'review_comment_authors', 'author']",yqhu,False,False,False,False,False
KZFB,3,"['comment_authors', 'review_comment_authors', 'author']",kzfb,False,False,False,False,False
jaceyca,12,"['comment_authors', 'review_comment_authors', 'author']",jaceyca,False,False,False,False,False
A2510,1,['author'],a2510,False,False,False,False,False
Sunidhi202,1,['author'],sunidhi202,False,False,False,False,False
jstjohn,1,['review_comment_authors'],jstjohn,False,True,False,True,True
mainakpal08,6,"['comment_authors', 'review_comment_authors', 'author']",mainakpal08,False,False,False,False,False
oleshp,1,['author'],oleshp,False,False,False,False,False
sohamtiwari3120,1,['author'],sohamtiwari3120,False,False,False,False,False
lakshjaisinghani,2,"['comment_authors', 'author']",lakshjaisinghani,False,False,False,False,False
yan12125,6,"['comment_authors', 'review_comment_authors', 'author']",yan12125,False,False,False,False,False
vijay6781,1,['author'],vijay6781,False,False,False,False,False
MohitAnand-Hub,1,['author'],mohitanand-hub,False,False,False,False,False
vulcantron,1,['author'],vulcantron,False,False,False,False,False
saiyaswanthdegala97,2,['author'],saiyaswanthdegala97,False,False,False,False,False
raypeng,1,['author'],raypeng,False,False,False,False,False
haovic,1,['author'],haovic,False,False,False,False,False
nishanthbenny,1,['author'],nishanthbenny,False,False,False,False,False
ImTanay,1,['author'],imtanay,False,False,False,False,False
PatrickKan,2,"['review_comment_authors', 'author']",patrickkan,False,False,False,False,False
atalman,820,"['author', 'comment_authors', 'review_comment_authors']",atalman,False,False,True,True,True
emad,4,"['comment_authors', 'author']",emad,False,False,False,False,False
moderato,3,"['comment_authors', 'review_comment_authors', 'author']",moderato,False,False,False,False,False
CloudyDory,1,['comment_authors'],cloudydory,False,True,False,True,True
Ark-kun,1,['comment_authors'],ark-kun,False,True,False,True,True
rkindi,1,['author'],rkindi,False,False,False,False,False
sethdelliott,1,['author'],sethdelliott,False,False,False,False,False
Awnoop,1,['author'],awnoop,False,False,False,False,False
FusionPower,18,['author'],fusionpower,False,False,False,False,False
tkgw,1,['author'],tkgw,False,False,False,False,False
chrisxcai,1,['author'],chrisxcai,False,False,False,False,False
Stevenjin8,1,['author'],stevenjin8,False,False,False,False,False
MYKatz,1,['comment_authors'],mykatz,False,True,False,True,True
junesg,10,"['comment_authors', 'review_comment_authors', 'author']",junesg,False,False,False,False,False
alizer,1,['author'],alizer,False,False,False,False,False
Leo7654,3,['author'],leo7654,False,False,False,False,False
mabdullahsoyturk,2,['author'],mabdullahsoyturk,False,False,False,False,False
wenliangzhao2018,1,['author'],wenliangzhao2018,False,False,False,False,False
daniellepintz,10,"['comment_authors', 'author']",daniellepintz,False,False,False,False,False
Data-drone,1,['comment_authors'],data-drone,False,True,False,True,True
fshart,1,['comment_authors'],fshart,False,True,False,True,True
anijain2305,601,"['comment_authors', 'review_comment_authors', 'author']",anijain2305,False,False,True,True,True
VertexC,1,['author'],vertexc,False,False,False,False,False
zhonhel,1,['author'],zhonhel,False,False,False,False,False
EdwaRen,3,"['comment_authors', 'author']",edwaren,False,False,False,False,False
BalajiAI,3,"['comment_authors', 'author']",balajiai,False,False,False,False,False
raoul-khour-ts,3,"['comment_authors', 'review_comment_authors', 'author']",raoul-khour-ts,False,False,False,False,False
EDG-GH,2,['author'],edg-gh,False,False,False,False,False
blackwer,2,"['comment_authors', 'author']",blackwer,False,False,False,False,False
oToToT,7,"['comment_authors', 'review_comment_authors', 'author']",ototot,False,False,False,False,False
nkreeger,10,"['comment_authors', 'review_comment_authors', 'author']",nkreeger,False,False,False,False,False
jianan-gu,1,['author'],jianan-gu,False,False,False,False,False
davidberard98,890,"['comment_authors', 'review_comment_authors', 'author']",davidberard98,False,False,True,True,True
Praveen-24-mvp,1,['author'],praveen-24-mvp,False,False,False,False,False
chien-liu,3,"['review_comment_authors', 'author']",chien-liu,False,False,False,False,False
mcr229,84,"['comment_authors', 'review_comment_authors', 'author']",mcr229,False,False,False,False,False
amrshennawi,6,['author'],amrshennawi,False,False,False,False,False
t10-13rocket,3,"['comment_authors', 'review_comment_authors']",t10-13rocket,False,True,False,True,True
averywang21,1,['author'],averywang21,False,False,False,False,False
tqchen,1,['comment_authors'],tqchen,False,True,False,True,True
khatrishubham88,3,"['comment_authors', 'review_comment_authors', 'author']",khatrishubham88,False,False,False,False,False
nelhage,8,"['comment_authors', 'review_comment_authors', 'author']",nelhage,False,False,False,False,False
oskarwirga,1,['author'],oskarwirga,False,False,False,False,False
kkosik20,1,['author'],kkosik20,False,False,False,False,False
benjaminr,2,"['review_comment_authors', 'author']",benjaminr,False,False,False,False,False
yzhuo1992,1,['author'],yzhuo1992,False,False,False,False,False
jdent23,1,['author'],jdent23,False,False,False,False,False
wei61547-jp,1,['comment_authors'],wei61547-jp,False,True,False,True,True
jeejakp12,20,"['comment_authors', 'review_comment_authors', 'author']",jeejakp12,False,False,False,False,False
superzgc,1,['author'],superzgc,False,False,False,False,False
yuichitaguchi,1,['author'],yuichitaguchi,False,False,False,False,False
mr0re1,1,['author'],mr0re1,False,False,False,False,False
tmarkstrum,1,['author'],tmarkstrum,False,False,False,False,False
patrickspencer,1,['author'],patrickspencer,False,False,False,False,False
asifyet,1,['comment_authors'],asifyet,False,True,False,True,True
markrogersjr,2,"['comment_authors', 'author']",markrogersjr,False,False,False,False,False
davidel,1,['review_comment_authors'],davidel,False,True,False,True,True
SubhamRaj-collab,1,['author'],subhamraj-collab,False,False,False,False,False
liulixinkerry,3,"['comment_authors', 'review_comment_authors', 'author']",liulixinkerry,False,False,False,False,False
shunting314,333,"['comment_authors', 'review_comment_authors', 'author']",shunting314,False,False,False,False,False
JackKelly,1,['author'],jackkelly,False,False,False,False,False
ankitaS11,7,"['comment_authors', 'review_comment_authors', 'author']",ankitas11,False,False,False,False,False
alexanderguzhva,2,['author'],alexanderguzhva,False,False,False,False,False
fduwjj,543,"['comment_authors', 'review_comment_authors', 'author']",fduwjj,False,False,True,True,True
akawashiro,2,"['comment_authors', 'author']",akawashiro,False,False,False,False,False
Lyken17,1,['comment_authors'],lyken17,False,True,False,True,True
shoonny,9,"['comment_authors', 'review_comment_authors', 'author']",shoonny,False,False,False,False,False
to-mi,9,"['comment_authors', 'review_comment_authors', 'author']",to-mi,False,False,False,False,False
fschlimb,2,"['comment_authors', 'author']",fschlimb,False,False,False,False,False
marqueslua,2,"['comment_authors', 'author']",marqueslua,False,False,False,False,False
ramiro050,26,"['comment_authors', 'review_comment_authors', 'author']",ramiro050,False,False,False,False,False
rok,6,"['comment_authors', 'review_comment_authors', 'author']",rok,False,False,False,False,False
arpancodes,2,"['comment_authors', 'author']",arpancodes,False,False,False,False,False
pradeep90,1,['comment_authors'],pradeep90,False,True,False,True,True
0xedward,3,['comment_authors'],0xedward,False,True,False,True,True
mikaylagawarecki,623,"['comment_authors', 'review_comment_authors', 'author']",mikaylagawarecki,False,False,True,True,True
metalprogrammer,3,"['comment_authors', 'review_comment_authors', 'author']",metalprogrammer,False,False,False,False,False
EshikaShah,3,['author'],eshikashah,False,False,False,False,False
TechMirage,3,"['comment_authors', 'review_comment_authors', 'author']",techmirage,False,False,False,False,False
tchaton,2,"['comment_authors', 'review_comment_authors']",tchaton,False,True,False,True,True
anj-s,12,"['comment_authors', 'author', 'review_comment_authors']",anj-s,False,False,False,False,False
yukini2009,1,['comment_authors'],yukini2009,False,True,False,True,True
Andreas-Krebbel,2,['comment_authors'],andreas-krebbel,False,True,False,True,True
thomasw21,10,"['comment_authors', 'review_comment_authors', 'author']",thomasw21,False,False,False,False,False
rahxephon89,7,"['comment_authors', 'author']",rahxephon89,False,False,False,False,False
choward232,8,"['review_comment_authors', 'author']",choward232,False,False,False,False,False
sbhat98,2,"['review_comment_authors', 'author']",sbhat98,False,False,False,False,False
dayyass,3,"['comment_authors', 'review_comment_authors', 'author']",dayyass,False,False,False,False,False
adamomainz,1,['author'],adamomainz,False,False,False,False,False
chrisyeh96,2,['author'],chrisyeh96,False,False,False,False,False
hjmshi,1,['author'],hjmshi,False,False,False,False,False
PaliC,442,"['comment_authors', 'review_comment_authors', 'author']",palic,False,False,False,False,False
KevinYuk,7,"['comment_authors', 'review_comment_authors', 'author']",kevinyuk,False,False,False,False,False
francois-rozet,3,"['comment_authors', 'review_comment_authors']",francois-rozet,False,True,False,True,True
andrewor14,375,"['comment_authors', 'review_comment_authors', 'author']",andrewor14,False,False,False,False,False
batzner,1,['author'],batzner,False,False,False,False,False
Onyiee,7,"['comment_authors', 'review_comment_authors', 'author']",onyiee,False,False,False,False,False
mattjgalloway,3,['author'],mattjgalloway,False,False,False,False,False
pilleye,2,['author'],pilleye,False,False,False,False,False
gardenia22,1,['author'],gardenia22,False,False,False,False,False
kkontny,2,"['comment_authors', 'author']",kkontny,False,False,False,False,False
nkaretnikov,610,"['comment_authors', 'author', 'review_comment_authors']",nkaretnikov,False,False,True,True,True
MetcalfeTom,2,"['comment_authors', 'author']",metcalfetom,False,False,False,False,False
marcomulinex,2,"['comment_authors', 'author']",marcomulinex,False,False,False,False,False
zhaoalex,1,['author'],zhaoalex,False,False,False,False,False
BashkirovN,3,"['comment_authors', 'author']",bashkirovn,False,False,False,False,False
digantdesai,114,"['comment_authors', 'review_comment_authors', 'author']",digantdesai,False,False,False,False,False
nickleus27,3,"['comment_authors', 'author']",nickleus27,False,False,False,False,False
JAEarly,2,"['comment_authors', 'author']",jaearly,False,False,False,False,False
dllehr-amd,28,"['comment_authors', 'review_comment_authors', 'author']",dllehr-amd,False,False,False,False,False
yasar03,1,['author'],yasar03,False,False,False,False,False
bryanmr,7,"['comment_authors', 'review_comment_authors', 'author']",bryanmr,False,False,False,False,False
sisilmehta2000,6,"['comment_authors', 'review_comment_authors', 'author']",sisilmehta2000,False,False,False,False,False
gvmmybear,1,['author'],gvmmybear,False,False,False,False,False
miladm,36,"['comment_authors', 'author', 'review_comment_authors']",miladm,False,False,False,False,False
francescocastelli,24,"['comment_authors', 'review_comment_authors', 'author']",francescocastelli,False,False,False,False,False
mattarroz,5,"['comment_authors', 'review_comment_authors', 'author']",mattarroz,False,False,False,False,False
b0noI,41,"['comment_authors', 'review_comment_authors', 'author']",b0noi,False,False,False,False,False
