username,mention_count,roles,username_lower,is_known_bot,only_comments,high_volume,is_behavioral_bot,suspected_bot
seemethere,1481,"['comment_authors', 'review_comment_authors', 'author']",seemethere,False,False,True,True,True
xcheng16,44,"['comment_authors', 'review_comment_authors', 'author']",xcheng16,False,False,False,False,False
hi-ogawa,8,"['comment_authors', 'review_comment_authors', 'author']",hi-ogawa,False,False,False,False,False
PyExtreme,13,"['comment_authors', 'review_comment_authors', 'author']",pyextreme,False,False,False,False,False
ayman-saleh,3,"['comment_authors', 'review_comment_authors', 'author']",ayman-saleh,False,False,False,False,False
debowin,3,"['comment_authors', 'author']",debowin,False,False,False,False,False
sribkain,1,['author'],sribkain,False,False,False,False,False
Michaelvll,1,['author'],michaelvll,False,False,False,False,False
nistath,1,['comment_authors'],nistath,False,True,False,True,True
divyanshsinghvi,6,"['comment_authors', 'review_comment_authors', 'author']",divyanshsinghvi,False,False,False,False,False
CarMiranda,11,"['comment_authors', 'review_comment_authors', 'author']",carmiranda,False,False,False,False,False
Dorozhko-Anton,3,"['comment_authors', 'author']",dorozhko-anton,False,False,False,False,False
henribru,5,"['comment_authors', 'review_comment_authors', 'author']",henribru,False,False,False,False,False
nuka137,26,"['comment_authors', 'review_comment_authors', 'author']",nuka137,False,False,False,False,False
iam-abbas,1,['author'],iam-abbas,False,False,False,False,False
dkossnick-figma,1,['author'],dkossnick-figma,False,False,False,False,False
t-kuha,4,"['comment_authors', 'author']",t-kuha,False,False,False,False,False
wangwwno1,4,"['comment_authors', 'author']",wangwwno1,False,False,False,False,False
bjuncek,6,"['comment_authors', 'review_comment_authors', 'author']",bjuncek,False,False,False,False,False
daniel-j-h,2,"['comment_authors', 'review_comment_authors']",daniel-j-h,False,True,False,True,True
kalkun,1,['comment_authors'],kalkun,False,True,False,True,True
naoitoi,3,"['comment_authors', 'author']",naoitoi,False,False,False,False,False
auroraustc,2,"['review_comment_authors', 'author']",auroraustc,False,False,False,False,False
manideep2510,1,['author'],manideep2510,False,False,False,False,False
mihaimaruseac,1,['comment_authors'],mihaimaruseac,False,True,False,True,True
GeniusYe,1,['author'],geniusye,False,False,False,False,False
bryant1410,27,"['comment_authors', 'review_comment_authors', 'author']",bryant1410,False,False,False,False,False
glaringlee,261,"['comment_authors', 'author', 'review_comment_authors']",glaringlee,False,False,False,False,False
jonmoon74,1,['author'],jonmoon74,False,False,False,False,False
SteiMi,1,['author'],steimi,False,False,False,False,False
foreshadow,1,['author'],foreshadow,False,False,False,False,False
svenkreiss,1,['author'],svenkreiss,False,False,False,False,False
fenollp,2,"['comment_authors', 'author']",fenollp,False,False,False,False,False
bhuvanakundumani,1,['author'],bhuvanakundumani,False,False,False,False,False
DuckSoft,3,"['comment_authors', 'author']",ducksoft,False,False,False,False,False
ftian1,3,"['comment_authors', 'review_comment_authors', 'author']",ftian1,False,False,False,False,False
ddkalamk,5,"['comment_authors', 'review_comment_authors', 'author']",ddkalamk,False,False,False,False,False
mshiryaev,2,"['comment_authors', 'review_comment_authors']",mshiryaev,False,True,False,True,True
mrsalehi,2,"['comment_authors', 'author']",mrsalehi,False,False,False,False,False
Naresh1318,2,"['review_comment_authors', 'author']",naresh1318,False,False,False,False,False
liyichao,2,"['comment_authors', 'author']",liyichao,False,False,False,False,False
bonlime,5,"['comment_authors', 'author']",bonlime,False,False,False,False,False
yashasvi-ranawat,2,"['comment_authors', 'author']",yashasvi-ranawat,False,False,False,False,False
bdhirsh,1755,"['comment_authors', 'review_comment_authors', 'author']",bdhirsh,False,False,True,True,True
timothyman,3,"['comment_authors', 'review_comment_authors', 'author']",timothyman,False,False,False,False,False
woshizhpy,1,['author'],woshizhpy,False,False,False,False,False
xychang,11,['author'],xychang,False,False,False,False,False
hyeongukryu,1,['author'],hyeongukryu,False,False,False,False,False
MjJuneja,1,['author'],mjjuneja,False,False,False,False,False
sailfish009,2,"['comment_authors', 'author']",sailfish009,False,False,False,False,False
yyb1995,3,"['comment_authors', 'author']",yyb1995,False,False,False,False,False
saareliad,1,['comment_authors'],saareliad,False,True,False,True,True
HareshKarnan,1,['author'],hareshkarnan,False,False,False,False,False
Tony-Y,1,['comment_authors'],tony-y,False,True,False,True,True
jokerkeny,4,"['comment_authors', 'review_comment_authors', 'author']",jokerkeny,False,False,False,False,False
suyashb95,6,"['comment_authors', 'review_comment_authors', 'author']",suyashb95,False,False,False,False,False
rajeevsrao,1,['comment_authors'],rajeevsrao,False,True,False,True,True
thomasbrandon,1,['comment_authors'],thomasbrandon,False,True,False,True,True
osalpekar,356,"['comment_authors', 'review_comment_authors', 'author']",osalpekar,False,False,False,False,False
wfarner,1,['author'],wfarner,False,False,False,False,False
csvoss,1,['author'],csvoss,False,False,False,False,False
agolynski,116,"['comment_authors', 'review_comment_authors', 'author']",agolynski,False,False,False,False,False
chauhang,5,"['comment_authors', 'author']",chauhang,False,False,False,False,False
titaneric,1,['author'],titaneric,False,False,False,False,False
meganset,8,"['comment_authors', 'author']",meganset,False,False,False,False,False
mansoorcheema,6,"['comment_authors', 'review_comment_authors', 'author']",mansoorcheema,False,False,False,False,False
artsobolev,2,"['comment_authors', 'author']",artsobolev,False,False,False,False,False
sherylwang,1,['comment_authors'],sherylwang,False,True,False,True,True
dgisser,1,['author'],dgisser,False,False,False,False,False
rabeehkarimimahabadi,1,['comment_authors'],rabeehkarimimahabadi,False,True,False,True,True
qzhong0605,1,['author'],qzhong0605,False,False,False,False,False
YinglinSun,4,"['comment_authors', 'review_comment_authors', 'author']",yinglinsun,False,False,False,False,False
efiks,21,"['comment_authors', 'author']",efiks,False,False,False,False,False
zhanwenchen,2,['comment_authors'],zhanwenchen,False,True,False,True,True
donald-pinckney,1,['author'],donald-pinckney,False,False,False,False,False
aBorovtsov1994,1,['author'],aborovtsov1994,False,False,False,False,False
HanGuo97,1,['author'],hanguo97,False,False,False,False,False
grantlj,3,"['comment_authors', 'author']",grantlj,False,False,False,False,False
cepera-ang,2,"['comment_authors', 'author']",cepera-ang,False,False,False,False,False
alanhdu,2,"['comment_authors', 'author']",alanhdu,False,False,False,False,False
lukeyeager,3,"['comment_authors', 'review_comment_authors', 'author']",lukeyeager,False,False,False,False,False
jiayisuse,64,"['comment_authors', 'review_comment_authors', 'author']",jiayisuse,False,False,False,False,False
alohali,1,['comment_authors'],alohali,False,True,False,True,True
zzzwen,29,"['author', 'comment_authors', 'review_comment_authors']",zzzwen,False,False,False,False,False
zak-hassan,2,['author'],zak-hassan,False,False,False,False,False
SameerAsal,3,"['comment_authors', 'author']",sameerasal,False,False,False,False,False
algoterranean,1,['comment_authors'],algoterranean,False,True,False,True,True
seanywang0408,2,"['comment_authors', 'author']",seanywang0408,False,False,False,False,False
EikanWang,209,"['comment_authors', 'review_comment_authors', 'author']",eikanwang,False,False,False,False,False
nikitaved,619,"['comment_authors', 'review_comment_authors', 'author']",nikitaved,False,False,True,True,True
lobpcg,1,['comment_authors'],lobpcg,False,True,False,True,True
ttumiel,3,"['comment_authors', 'review_comment_authors', 'author']",ttumiel,False,False,False,False,False
shinh,9,"['comment_authors', 'author']",shinh,False,False,False,False,False
darkbuck,2,['author'],darkbuck,False,False,False,False,False
christycylee,1,['author'],christycylee,False,False,False,False,False
Pluto1944,2,['comment_authors'],pluto1944,False,True,False,True,True
zhongyx12,1,['author'],zhongyx12,False,False,False,False,False
rivergold,3,"['comment_authors', 'review_comment_authors', 'author']",rivergold,False,False,False,False,False
jdonald,19,"['comment_authors', 'author']",jdonald,False,False,False,False,False
andreaskoelsch,2,['author'],andreaskoelsch,False,False,False,False,False
MrTsepa,1,['author'],mrtsepa,False,False,False,False,False
crowsonkb,2,"['comment_authors', 'author']",crowsonkb,False,False,False,False,False
nicklashansen,1,['author'],nicklashansen,False,False,False,False,False
bobforgithub,1,['comment_authors'],bobforgithub,False,True,False,True,True
take-cheeze,25,"['comment_authors', 'review_comment_authors', 'author']",take-cheeze,False,False,False,False,False
wyg1997,1,['author'],wyg1997,False,False,False,False,False
Enealor,29,"['author', 'comment_authors', 'review_comment_authors']",enealor,False,False,False,False,False
Lawiss,2,['author'],lawiss,False,False,False,False,False
songyouwei,2,"['comment_authors', 'author']",songyouwei,False,False,False,False,False
davda54,1,['author'],davda54,False,False,False,False,False
shadowbase7,1,['comment_authors'],shadowbase7,False,True,False,True,True
liangan1,2,"['comment_authors', 'author']",liangan1,False,False,False,False,False
jamessword,2,['author'],jamessword,False,False,False,False,False
chanjed,1,['author'],chanjed,False,False,False,False,False
CeadeS,2,"['comment_authors', 'author']",ceades,False,False,False,False,False
DriedYellowPeach,1,['author'],driedyellowpeach,False,False,False,False,False
J0Nreynolds,4,['author'],j0nreynolds,False,False,False,False,False
WenleiHe,3,"['review_comment_authors', 'author']",wenleihe,False,False,False,False,False
juliakreutzer,1,['author'],juliakreutzer,False,False,False,False,False
cjiang1209,1,['author'],cjiang1209,False,False,False,False,False
ankane,1,['comment_authors'],ankane,False,True,False,True,True
srinivamd,4,"['comment_authors', 'review_comment_authors', 'author']",srinivamd,False,False,False,False,False
christopher-hesse,4,"['comment_authors', 'author']",christopher-hesse,False,False,False,False,False
moetayuko,2,"['comment_authors', 'author']",moetayuko,False,False,False,False,False
willprice,1,['author'],willprice,False,False,False,False,False
hadypranoto,1,['comment_authors'],hadypranoto,False,True,False,True,True
zkcpku,1,['author'],zkcpku,False,False,False,False,False
izmailovpavel,9,"['comment_authors', 'review_comment_authors', 'author']",izmailovpavel,False,False,False,False,False
liooil,2,"['comment_authors', 'author']",liooil,False,False,False,False,False
ea409,2,"['comment_authors', 'author']",ea409,False,False,False,False,False
stante,2,"['review_comment_authors', 'author']",stante,False,False,False,False,False
bwignall,2,['author'],bwignall,False,False,False,False,False
jose-solorzano,1,['comment_authors'],jose-solorzano,False,True,False,True,True
TH3CHARLie,5,"['comment_authors', 'review_comment_authors', 'author']",th3charlie,False,False,False,False,False
mpjlu,4,"['comment_authors', 'author']",mpjlu,False,False,False,False,False
shoyer,1,['comment_authors'],shoyer,False,True,False,True,True
serhaty,44,"['comment_authors', 'review_comment_authors', 'author']",serhaty,False,False,False,False,False
cheshen1,1,['author'],cheshen1,False,False,False,False,False
H-Huang,535,"['comment_authors', 'review_comment_authors', 'author']",h-huang,False,False,True,True,True
yxia11,3,"['comment_authors', 'review_comment_authors', 'author']",yxia11,False,False,False,False,False
gmichaeljaison,1,['comment_authors'],gmichaeljaison,False,True,False,True,True
alnfedorov,7,"['comment_authors', 'review_comment_authors', 'author']",alnfedorov,False,False,False,False,False
ckanitkar,1,['author'],ckanitkar,False,False,False,False,False
pruthvistony,162,"['comment_authors', 'review_comment_authors', 'author']",pruthvistony,False,False,False,False,False
zhuhaozhe,105,"['comment_authors', 'review_comment_authors', 'author']",zhuhaozhe,False,False,False,False,False
archsyscall,4,['author'],archsyscall,False,False,False,False,False
bomri,1,['author'],bomri,False,False,False,False,False
mingxiaoh,2,"['comment_authors', 'author']",mingxiaoh,False,False,False,False,False
1pikachu,2,"['comment_authors', 'author']",1pikachu,False,False,False,False,False
LoicGrobol,2,"['comment_authors', 'author']",loicgrobol,False,False,False,False,False
jrmcornish,1,['comment_authors'],jrmcornish,False,True,False,True,True
isunjin,1,['review_comment_authors'],isunjin,False,True,False,True,True
emcastillo,110,"['comment_authors', 'review_comment_authors', 'author']",emcastillo,False,False,False,False,False
tkerola,3,"['comment_authors', 'review_comment_authors']",tkerola,False,True,False,True,True
jatentaki,1,['comment_authors'],jatentaki,False,True,False,True,True
schimpffabian,1,['author'],schimpffabian,False,False,False,False,False
FanW123,1,['author'],fanw123,False,False,False,False,False
ajrcampbell,1,['comment_authors'],ajrcampbell,False,True,False,True,True
mbabadi,1,['comment_authors'],mbabadi,False,True,False,True,True
timgates42,3,"['comment_authors', 'author']",timgates42,False,False,False,False,False
dependabot[bot],24,"['comment_authors', 'author']",dependabot[bot],False,False,False,False,False
Coderx7,3,"['comment_authors', 'author']",coderx7,False,False,False,False,False
shadysayed,1,['author'],shadysayed,False,False,False,False,False
wentaozhu,1,['review_comment_authors'],wentaozhu,False,True,False,True,True
kwanmacher,4,['author'],kwanmacher,False,False,False,False,False
lyenokyan,1,['author'],lyenokyan,False,False,False,False,False
Unity05,2,"['comment_authors', 'author']",unity05,False,False,False,False,False
qqsun8819,2,"['comment_authors', 'author']",qqsun8819,False,False,False,False,False
kmaehashi,9,"['comment_authors', 'review_comment_authors', 'author']",kmaehashi,False,False,False,False,False
liqianpeng,1,['author'],liqianpeng,False,False,False,False,False
Ilya-Krylov,2,"['comment_authors', 'author']",ilya-krylov,False,False,False,False,False
kdbanman,2,"['review_comment_authors', 'author']",kdbanman,False,False,False,False,False
smilelight,1,['author'],smilelight,False,False,False,False,False
ShnitzelKiller,2,"['comment_authors', 'author']",shnitzelkiller,False,False,False,False,False
avinashsai,3,"['comment_authors', 'author']",avinashsai,False,False,False,False,False
Peachball,1,['author'],peachball,False,False,False,False,False
cyyever,641,"['comment_authors', 'review_comment_authors', 'author']",cyyever,False,False,True,True,True
codecov[bot],5009,['comment_authors'],codecov[bot],False,True,True,True,True
leedtan,4,"['review_comment_authors', 'author']",leedtan,False,False,False,False,False
Qoo95,1,['author'],qoo95,False,False,False,False,False
vamshichowdary,1,['author'],vamshichowdary,False,False,False,False,False
ustctf,3,['author'],ustctf,False,False,False,False,False
Chetank99,4,"['comment_authors', 'author']",chetank99,False,False,False,False,False
justusschock,2,"['comment_authors', 'author']",justusschock,False,False,False,False,False
PlamenHristov,1,['author'],plamenhristov,False,False,False,False,False
fkhan1337,2,"['review_comment_authors', 'author']",fkhan1337,False,False,False,False,False
bpstark,20,"['comment_authors', 'review_comment_authors', 'author']",bpstark,False,False,False,False,False
SilunWang,1,['author'],silunwang,False,False,False,False,False
Fed03,1,['comment_authors'],fed03,False,True,False,True,True
aviloria,5,['author'],aviloria,False,False,False,False,False
gaurav1086,20,"['comment_authors', 'review_comment_authors', 'author']",gaurav1086,False,False,False,False,False
shz0116,14,"['comment_authors', 'review_comment_authors', 'author']",shz0116,False,False,False,False,False
gokceneraslan,3,"['comment_authors', 'review_comment_authors', 'author']",gokceneraslan,False,False,False,False,False
shuliuncsu,1,['author'],shuliuncsu,False,False,False,False,False
luxe,1,['author'],luxe,False,False,False,False,False
bertmaher,597,"['comment_authors', 'review_comment_authors', 'author']",bertmaher,False,False,True,True,True
den-run-ai,1,['author'],den-run-ai,False,False,False,False,False
ramcherukuri,3,"['comment_authors', 'author']",ramcherukuri,False,False,False,False,False
drdarshan,14,"['comment_authors', 'author', 'review_comment_authors']",drdarshan,False,False,False,False,False
majidaldo,1,['comment_authors'],majidaldo,False,True,False,True,True
wallyxie,1,['comment_authors'],wallyxie,False,True,False,True,True
V-Enzo,1,['review_comment_authors'],v-enzo,False,True,False,True,True
pfultz2,1,['review_comment_authors'],pfultz2,False,True,False,True,True
Hacky-DH,2,"['comment_authors', 'author']",hacky-dh,False,False,False,False,False
pinzhenx,15,"['comment_authors', 'review_comment_authors', 'author']",pinzhenx,False,False,False,False,False
MATRIX4284,2,"['comment_authors', 'author']",matrix4284,False,False,False,False,False
gbaier,1,['author'],gbaier,False,False,False,False,False
madlag,2,"['comment_authors', 'author']",madlag,False,False,False,False,False
edgarriba,5,"['comment_authors', 'author']",edgarriba,False,False,False,False,False
hovhannesgithub,1,['author'],hovhannesgithub,False,False,False,False,False
vsimkus,6,"['comment_authors', 'review_comment_authors', 'author']",vsimkus,False,False,False,False,False
JackCaoG,285,"['comment_authors', 'review_comment_authors', 'author']",jackcaog,False,False,False,False,False
mattip,190,"['comment_authors', 'review_comment_authors', 'author']",mattip,False,False,False,False,False
jeongukjae,18,"['comment_authors', 'review_comment_authors', 'author']",jeongukjae,False,False,False,False,False
Rob-Fletcher,2,"['comment_authors', 'author']",rob-fletcher,False,False,False,False,False
mvsampath,3,"['comment_authors', 'author']",mvsampath,False,False,False,False,False
Fiery,9,['author'],fiery,False,False,False,False,False
deniskrut,1,['author'],deniskrut,False,False,False,False,False
tygrer,1,['comment_authors'],tygrer,False,True,False,True,True
mlacayo,1,['author'],mlacayo,False,False,False,False,False
PCerles,1,['comment_authors'],pcerles,False,True,False,True,True
krshrimali,184,"['comment_authors', 'review_comment_authors', 'author']",krshrimali,False,False,False,False,False
assafshocher,2,"['comment_authors', 'author']",assafshocher,False,False,False,False,False
njcurtis3,2,"['comment_authors', 'author']",njcurtis3,False,False,False,False,False
ErikStammes,1,['comment_authors'],erikstammes,False,True,False,True,True
Godricly,1,['comment_authors'],godricly,False,True,False,True,True
imaginary-person,188,"['author', 'comment_authors', 'review_comment_authors']",imaginary-person,False,False,False,False,False
albertfgu,1,['comment_authors'],albertfgu,False,True,False,True,True
maxwell-aladago,2,"['comment_authors', 'author']",maxwell-aladago,False,False,False,False,False
jettify,2,['author'],jettify,False,False,False,False,False
tma15,2,"['comment_authors', 'author']",tma15,False,False,False,False,False
ludwigwinkler,2,"['comment_authors', 'author']",ludwigwinkler,False,False,False,False,False
cykustcc,1,['author'],cykustcc,False,False,False,False,False
mfkasim1,64,"['comment_authors', 'review_comment_authors', 'author']",mfkasim1,False,False,False,False,False
akbir,2,['comment_authors'],akbir,False,True,False,True,True
KashishGoel,1,['author'],kashishgoel,False,False,False,False,False
vkhalidov,1,['author'],vkhalidov,False,False,False,False,False
eholly1,1,['author'],eholly1,False,False,False,False,False
tmulc18,1,['author'],tmulc18,False,False,False,False,False
kiukchung,60,"['comment_authors', 'review_comment_authors', 'author']",kiukchung,False,False,False,False,False
Android0868,1,['author'],android0868,False,False,False,False,False
kimjw0623,1,['comment_authors'],kimjw0623,False,True,False,True,True
cold-pumpkin,1,['author'],cold-pumpkin,False,False,False,False,False
rahul003,2,['comment_authors'],rahul003,False,True,False,True,True
fmigneault,2,"['review_comment_authors', 'author']",fmigneault,False,False,False,False,False
hendrytl,2,"['comment_authors', 'review_comment_authors']",hendrytl,False,True,False,True,True
glenn-jocher,2,['comment_authors'],glenn-jocher,False,True,False,True,True
kli-casia,2,"['review_comment_authors', 'author']",kli-casia,False,False,False,False,False
prajjwal1,8,"['comment_authors', 'review_comment_authors', 'author']",prajjwal1,False,False,False,False,False
seanprime7,1,['comment_authors'],seanprime7,False,True,False,True,True
xcnick,5,"['comment_authors', 'review_comment_authors', 'author']",xcnick,False,False,False,False,False
qwhelan,3,['author'],qwhelan,False,False,False,False,False
lezcano,1752,"['comment_authors', 'review_comment_authors', 'author']",lezcano,False,False,True,True,True
ayush-1506,2,"['comment_authors', 'author']",ayush-1506,False,False,False,False,False
luckyvs1,1,['comment_authors'],luckyvs1,False,True,False,True,True
jeremycochoy,2,"['comment_authors', 'author']",jeremycochoy,False,False,False,False,False
buoyancy99,3,"['comment_authors', 'author']",buoyancy99,False,False,False,False,False
ebeyabraham,1,['author'],ebeyabraham,False,False,False,False,False
xwang233,375,"['comment_authors', 'review_comment_authors', 'author']",xwang233,False,False,False,False,False
cheparukhin,1,['author'],cheparukhin,False,False,False,False,False
cdzhan,22,"['author', 'comment_authors', 'review_comment_authors']",cdzhan,False,False,False,False,False
matham,1,['author'],matham,False,False,False,False,False
SplitInfinity,687,"['comment_authors', 'review_comment_authors', 'author']",splitinfinity,False,False,True,True,True
matthew-haines,2,['author'],matthew-haines,False,False,False,False,False
cafeal,2,"['comment_authors', 'author']",cafeal,False,False,False,False,False
submarat,11,"['author', 'comment_authors', 'review_comment_authors']",submarat,False,False,False,False,False
andrewdelong,2,['author'],andrewdelong,False,False,False,False,False
zz-xx,1,['author'],zz-xx,False,False,False,False,False
nicolov,3,"['comment_authors', 'review_comment_authors', 'author']",nicolov,False,False,False,False,False
lalitch,1,['author'],lalitch,False,False,False,False,False
h3lio5,1,['author'],h3lio5,False,False,False,False,False
aclex,3,"['comment_authors', 'author']",aclex,False,False,False,False,False
daniellowell,1,['review_comment_authors'],daniellowell,False,True,False,True,True
arendu-zz,1,['author'],arendu-zz,False,False,False,False,False
joerg-de,3,"['comment_authors', 'author']",joerg-de,False,False,False,False,False
vkuzo,1422,"['comment_authors', 'review_comment_authors', 'author']",vkuzo,False,False,True,True,True
mszhanyi,199,"['comment_authors', 'review_comment_authors', 'author']",mszhanyi,False,False,False,False,False
gabloa,5,"['comment_authors', 'review_comment_authors', 'author']",gabloa,False,False,False,False,False
duncanriach,2,"['comment_authors', 'author']",duncanriach,False,False,False,False,False
quettabit,1,['comment_authors'],quettabit,False,True,False,True,True
HearyShen,1,['author'],hearyshen,False,False,False,False,False
simaiden,1,['author'],simaiden,False,False,False,False,False
mthrok,21,"['comment_authors', 'review_comment_authors', 'author']",mthrok,False,False,False,False,False
slayton58,8,"['comment_authors', 'review_comment_authors', 'author']",slayton58,False,False,False,False,False
silvasean,36,"['comment_authors', 'review_comment_authors', 'author']",silvasean,False,False,False,False,False
kalyangvs,1,['author'],kalyangvs,False,False,False,False,False
taohe,1,['author'],taohe,False,False,False,False,False
mmphego,2,['review_comment_authors'],mmphego,False,True,False,True,True
praneet195,1,['comment_authors'],praneet195,False,True,False,True,True
momohatt,2,['author'],momohatt,False,False,False,False,False
artemisart,3,"['comment_authors', 'review_comment_authors', 'author']",artemisart,False,False,False,False,False
ankeshanand,1,['author'],ankeshanand,False,False,False,False,False
nai62,1,['author'],nai62,False,False,False,False,False
christopherhesse,3,"['comment_authors', 'review_comment_authors', 'author']",christopherhesse,False,False,False,False,False
Bgreen23,2,['author'],bgreen23,False,False,False,False,False
mpariente,6,"['comment_authors', 'review_comment_authors', 'author']",mpariente,False,False,False,False,False
yanxiexy,6,"['comment_authors', 'author']",yanxiexy,False,False,False,False,False
rohithmenon,7,"['comment_authors', 'author']",rohithmenon,False,False,False,False,False
mslacken,4,"['comment_authors', 'review_comment_authors', 'author']",mslacken,False,False,False,False,False
LeeDoYup,1,['author'],leedoyup,False,False,False,False,False
soulitzer,1279,"['comment_authors', 'review_comment_authors', 'author']",soulitzer,False,False,True,True,True
cjermain,8,"['comment_authors', 'review_comment_authors', 'author']",cjermain,False,False,False,False,False
syoyo,1,['author'],syoyo,False,False,False,False,False
brucejlin1,1,['author'],brucejlin1,False,False,False,False,False
choudharydhruv,1,['author'],choudharydhruv,False,False,False,False,False
terhuhf,9,"['comment_authors', 'review_comment_authors', 'author']",terhuhf,False,False,False,False,False
dizcza,1,['comment_authors'],dizcza,False,True,False,True,True
tgrlnc,10,"['comment_authors', 'review_comment_authors', 'author']",tgrlnc,False,False,False,False,False
aliutkus,1,['comment_authors'],aliutkus,False,True,False,True,True
kvthr,1,['author'],kvthr,False,False,False,False,False
ettiee,1,['author'],ettiee,False,False,False,False,False
pinaki-mukerji,1,['author'],pinaki-mukerji,False,False,False,False,False
samkellerhals,1,['author'],samkellerhals,False,False,False,False,False
benfred,1,['review_comment_authors'],benfred,False,True,False,True,True
werkt,8,"['comment_authors', 'review_comment_authors', 'author']",werkt,False,False,False,False,False
bfgray3,4,"['comment_authors', 'author']",bfgray3,False,False,False,False,False
hwangjeff,5,['author'],hwangjeff,False,False,False,False,False
great-way,3,"['review_comment_authors', 'author']",great-way,False,False,False,False,False
mariokostelac,2,"['comment_authors', 'author']",mariokostelac,False,False,False,False,False
r-zenine,5,"['comment_authors', 'review_comment_authors', 'author']",r-zenine,False,False,False,False,False
kostekIV,6,"['comment_authors', 'review_comment_authors', 'author']",kostekiv,False,False,False,False,False
noahgolmant,1,['author'],noahgolmant,False,False,False,False,False
huangzhiyuan,2,"['comment_authors', 'author']",huangzhiyuan,False,False,False,False,False
MAbdanM,3,"['comment_authors', 'review_comment_authors', 'author']",mabdanm,False,False,False,False,False
oguzserbetci,3,"['comment_authors', 'author', 'review_comment_authors']",oguzserbetci,False,False,False,False,False
janucaria,1,['review_comment_authors'],janucaria,False,True,False,True,True
nickgg,170,"['author', 'comment_authors', 'review_comment_authors']",nickgg,False,False,False,False,False
jfix71,65,"['comment_authors', 'review_comment_authors', 'author']",jfix71,False,False,False,False,False
psyhtest,1,['comment_authors'],psyhtest,False,True,False,True,True
ayushtues,1,['author'],ayushtues,False,False,False,False,False
vivekmig,3,"['author', 'review_comment_authors']",vivekmig,False,False,False,False,False
robieta,546,"['comment_authors', 'review_comment_authors', 'author']",robieta,False,False,True,True,True
ksasso1028,1,['comment_authors'],ksasso1028,False,True,False,True,True
y1r,3,"['comment_authors', 'author']",y1r,False,False,False,False,False
aluo-x,1,['comment_authors'],aluo-x,False,True,False,True,True
lisroach,2,"['comment_authors', 'author']",lisroach,False,False,False,False,False
julianmack,2,"['comment_authors', 'author']",julianmack,False,False,False,False,False
letterx,6,"['comment_authors', 'author']",letterx,False,False,False,False,False
divideconcept,3,"['comment_authors', 'author']",divideconcept,False,False,False,False,False
kk-hainq,3,"['comment_authors', 'author']",kk-hainq,False,False,False,False,False
gml16,1,['author'],gml16,False,False,False,False,False
aayn,13,"['comment_authors', 'review_comment_authors', 'author']",aayn,False,False,False,False,False
allwu,9,"['review_comment_authors', 'author']",allwu,False,False,False,False,False
innerlee,4,"['comment_authors', 'author']",innerlee,False,False,False,False,False
dhe95,2,"['comment_authors', 'author']",dhe95,False,False,False,False,False
ayush29feb,2,['author'],ayush29feb,False,False,False,False,False
htian01,1,['comment_authors'],htian01,False,True,False,True,True
qianwangn,1,['comment_authors'],qianwangn,False,True,False,True,True
ma-xu,1,['comment_authors'],ma-xu,False,True,False,True,True
pl0xz0rz,5,"['comment_authors', 'review_comment_authors', 'author']",pl0xz0rz,False,False,False,False,False
islamismailov,1,['author'],islamismailov,False,False,False,False,False
choidongyeon,28,"['comment_authors', 'review_comment_authors', 'author']",choidongyeon,False,False,False,False,False
wDaniec,5,"['comment_authors', 'author']",wdaniec,False,False,False,False,False
tanyokwok,5,"['comment_authors', 'review_comment_authors', 'author']",tanyokwok,False,False,False,False,False
yangjunpro,1,['review_comment_authors'],yangjunpro,False,True,False,True,True
songzzh,1,['author'],songzzh,False,False,False,False,False
zsef123,14,"['comment_authors', 'review_comment_authors', 'author']",zsef123,False,False,False,False,False
lbuchy,3,"['comment_authors', 'author']",lbuchy,False,False,False,False,False
bmanga,9,"['comment_authors', 'review_comment_authors', 'author']",bmanga,False,False,False,False,False
astaff,1,['author'],astaff,False,False,False,False,False
andrewsonin,2,"['review_comment_authors', 'author']",andrewsonin,False,False,False,False,False
csukuangfj,2,['comment_authors'],csukuangfj,False,True,False,True,True
lischilpp,1,['review_comment_authors'],lischilpp,False,True,False,True,True
yuxihu,3,['author'],yuxihu,False,False,False,False,False
aoli-al,1,['author'],aoli-al,False,False,False,False,False
valmikir,1,['author'],valmikir,False,False,False,False,False
IlyaOvodov,3,"['comment_authors', 'author']",ilyaovodov,False,False,False,False,False
voznesenskym,1216,"['comment_authors', 'author', 'review_comment_authors']",voznesenskym,False,False,True,True,True
CrazyChickenDev,1,['comment_authors'],crazychickendev,False,True,False,True,True
VivekPanyam,3,"['comment_authors', 'review_comment_authors', 'author']",vivekpanyam,False,False,False,False,False
jcarilli,1,['comment_authors'],jcarilli,False,True,False,True,True
mathemage,4,"['comment_authors', 'author']",mathemage,False,False,False,False,False
dahsh,13,"['comment_authors', 'author']",dahsh,False,False,False,False,False
svenslaggare,2,['author'],svenslaggare,False,False,False,False,False
pokemonish,1,['author'],pokemonish,False,False,False,False,False
xidulu,1,['author'],xidulu,False,False,False,False,False
galaind,2,['comment_authors'],galaind,False,True,False,True,True
erip,13,"['comment_authors', 'review_comment_authors', 'author']",erip,False,False,False,False,False
jessebrizzi,5,"['review_comment_authors', 'author']",jessebrizzi,False,False,False,False,False
changebo,2,"['comment_authors', 'author']",changebo,False,False,False,False,False
apivovarov,17,"['comment_authors', 'review_comment_authors', 'author']",apivovarov,False,False,False,False,False
shubho,2,"['comment_authors', 'review_comment_authors']",shubho,False,True,False,True,True
