repo,phase,node,degree,strength,betweenness
scikit-learn,pre,glemaitre,19,49,0.3661252192480744
scikit-learn,pre,vachanda,1,2,0.0
scikit-learn,pre,reshamas,11,39,0.15122397620681766
scikit-learn,pre,mghah,1,2,0.0
scikit-learn,pre,venkyyuvy,2,5,0.0
scikit-learn,pre,Malesche,6,15,0.07984442919240449
scikit-learn,pre,massich,4,18,0.005147563486616335
scikit-learn,pre,cgsavard,1,3,0.0
scikit-learn,pre,thomasjpfan,4,10,0.015938381758560206
scikit-learn,pre,getgaurav2,2,4,0.02036147334706017
scikit-learn,pre,GaelVaroquaux,26,110,0.29829177152444136
scikit-learn,pre,qinhanmin2014,2,4,0.0
scikit-learn,pre,albertvillanova,1,2,0.0
scikit-learn,pre,agramfort,28,124,0.2564630519331961
scikit-learn,pre,sergulaydore,6,22,0.0833142682833829
scikit-learn,pre,jnothman,3,6,0.015900251658659346
scikit-learn,pre,BenjaminBossan,2,5,0.0
scikit-learn,pre,rth,3,9,0.0
scikit-learn,pre,NicolasHug,2,5,0.0
scikit-learn,pre,lobpcg,3,8,0.04049416609471517
scikit-learn,pre,CatChenal,1,2,0.0
scikit-learn,pre,wconnell,1,2,0.0
scikit-learn,pre,okz12,1,2,0.0
scikit-learn,pre,lucyleeow,1,2,0.0
scikit-learn,pre,albertcthomas,8,36,0.0495309997712194
scikit-learn,pre,joshuakennethjones,1,2,0.0
scikit-learn,pre,aishgrt1,2,4,0.0036604895904827272
scikit-learn,pre,c56pony,2,4,0.018188057652711052
scikit-learn,pre,kellycarmody,2,8,0.0
scikit-learn,pre,ngoix,4,15,0.058567833447723636
scikit-learn,pre,jorisvandenbossche,14,50,0.1819949668268131
scikit-learn,pre,TomDLT,15,50,0.1604514603828262
scikit-learn,pre,partmor,1,2,0.0
scikit-learn,pre,paoloturati,1,2,0.0
scikit-learn,pre,rmenuet,1,2,0.0
scikit-learn,pre,rushabh-v,2,4,0.0
scikit-learn,pre,amueller,3,6,0.015442690459849006
scikit-learn,pre,jakirkham,2,13,0.0
scikit-learn,pre,XavierSATTLER,1,2,0.0
scikit-learn,pre,mohamed-ali,1,2,0.0
scikit-learn,pre,aboucaud,1,2,0.0
scikit-learn,pre,orenmn,1,2,0.0
scikit-learn,pre,alexhenrie,1,2,0.0
scikit-learn,pre,thibsej,2,4,0.004918782887211165
scikit-learn,pre,banilo,3,7,0.01269732326698696
scikit-learn,pre,abenbihi,3,6,0.00022878059940517045
scikit-learn,pre,alexitkes,1,2,0.0
scikit-learn,pre,dsleo,1,2,0.0
scikit-learn,pre,jnhansen,1,2,0.0
scikit-learn,pre,andreamalhera,2,4,0.010180736673530085
scikit-learn,pre,nilichen,2,6,0.0
scikit-learn,pre,kiote,1,2,0.0
scikit-learn,pre,sky88088,1,2,0.0
scikit-learn,pre,whitews,1,2,0.0
scikit-learn,pre,datajanko,1,2,0.0
scikit-learn,pre,pierreglaser,1,2,0.0
scikit-learn,pre,betatim,1,3,0.0
scikit-learn,pre,choldgraf,2,5,0.02036147334706017
scikit-learn,pre,baluyotraf,2,4,0.0
scikit-learn,pre,maxcopeland,2,4,0.0
scikit-learn,pre,timnon,1,2,0.0
scikit-learn,pre,eamanu,9,20,0.16586593456874857
scikit-learn,pre,cclauss,1,3,0.0
scikit-learn,pre,wdevazelhes,3,10,0.011744070769465417
scikit-learn,pre,chkoar,4,10,0.054411652558529706
scikit-learn,pre,blooraspberry,2,4,0.0009151223976206818
scikit-learn,pre,tashay,2,8,0.0
scikit-learn,pre,RianneSchouten,1,4,0.0
scikit-learn,pre,sergeyf,1,4,0.0
scikit-learn,pre,marenwestermann,1,2,0.0
scikit-learn,pre,TwsThomas,1,2,0.0
scikit-learn,pre,pcerda,1,2,0.0
scikit-learn,pre,tomMoral,1,2,0.0
scikit-learn,pre,adrinjalali,2,5,0.0
scikit-learn,pre,btel,2,7,0.0
scikit-learn,pre,kno10,4,12,0.03305879661404713
scikit-learn,pre,jjerphan,1,2,0.0
scikit-learn,pre,jeromedockes,1,3,0.0
scikit-learn,pre,bellet,1,2,0.0
scikit-learn,pre,josephsalmon,1,2,0.0
scikit-learn,pre,larsoner,1,2,0.0
scikit-learn,pre,yukuairoy,1,2,0.0
scikit-learn,pre,pierreablin,1,2,0.0
scikit-learn,pre,whiletruelearn,1,3,0.0
scikit-learn,pre,stsouko,1,2,0.0
scikit-learn,pre,KOLANICH,1,3,0.0
scikit-learn,pre,janvanrijn,1,4,0.0
scikit-learn,pre,maikia,1,2,0.0
scikit-learn,pre,TomAugspurger,1,4,0.0
scikit-learn,pre,PimwipaV,1,2,0.0
scikit-learn,pre,surgan12,1,2,0.0
scikit-learn,pre,marctorsoc,1,2,0.0
scikit-learn,pre,LakshKD,1,2,0.0
scikit-learn,pre,ingrid88,1,2,0.0
scikit-learn,pre,espg,1,5,0.0
scikit-learn,during,scottgigante-immunai,1,2,0.0
scikit-learn,during,betatim,20,70,0.20744981117074143
scikit-learn,during,ghost,2,7,0.01311866428145498
scikit-learn,during,glevv,1,2,0.0
scikit-learn,during,TomDLT,18,64,0.10644007155635052
scikit-learn,during,amy12xx,1,6,0.0
scikit-learn,during,reshamas,37,138,0.3098052077121844
scikit-learn,during,amueller,1,2,0.0
scikit-learn,during,purna135,1,3,0.0
scikit-learn,during,jmloyola,6,19,0.04565692705227589
scikit-learn,during,Valentin-Laurent,1,3,0.0
scikit-learn,during,ArturoAmorQ,12,50,0.059608427747962635
scikit-learn,during,biprateep,1,2,0.0
scikit-learn,during,GaelVaroquaux,13,42,0.09359173126614985
scikit-learn,during,glemaitre,31,124,0.1975452196382428
scikit-learn,during,Micky774,23,78,0.1526495726495727
scikit-learn,during,adam2392,4,13,0.01584376863446632
scikit-learn,during,rprkh,4,14,0.004889683959451403
scikit-learn,during,mohitthakur13,1,2,0.0
scikit-learn,during,marenwestermann,2,7,0.0
scikit-learn,during,OmarManzoor,6,21,0.004587557145696677
scikit-learn,during,lucyleeow,7,23,0.041164778374080724
scikit-learn,during,haiatn,4,9,0.005179884714768436
scikit-learn,during,Kshitij68,2,5,0.0
scikit-learn,during,MaxwellLZH,5,10,0.0279030013913735
scikit-learn,during,fcharras,1,4,0.0
scikit-learn,during,star1327p,2,5,0.006877360365732458
scikit-learn,during,stefanv,1,3,0.0
scikit-learn,during,Charlie-XIAO,1,2,0.0
scikit-learn,during,cinbez,2,6,0.0
scikit-learn,during,cliffordEmmanuel,2,6,0.0
scikit-learn,during,emdupre,1,2,0.0
scikit-learn,during,Nebula1230,1,2,0.0
scikit-learn,during,cmarmo,1,2,0.0
scikit-learn,during,dkobak,2,4,0.0
scikit-learn,during,alfaro96,12,53,0.04481812760882529
scikit-learn,during,Ankit810,2,5,0.011526535480023843
scikit-learn,during,agramfort,11,39,0.05040747366328762
scikit-learn,during,bharatr21,1,2,0.0
scikit-learn,during,justmarkham,2,5,0.006678592725104353
scikit-learn,during,mathurinm,2,7,0.0
scikit-learn,during,NicolasHug,2,7,0.0
scikit-learn,during,jeremiedbb,1,2,0.0
scikit-learn,during,jshinm,1,4,0.0
scikit-learn,during,stefmolin,2,5,0.008517193400914334
scikit-learn,during,jjerphan,1,2,0.0
scikit-learn,during,Mathews-Tom,1,2,0.0
scikit-learn,during,joshuacwnewton,1,2,0.0
scikit-learn,during,bsipocz,1,2,0.0
scikit-learn,during,jianlingzhong,1,2,0.0
scikit-learn,during,wdevazelhes,1,2,0.0
scikit-learn,during,thomasjpfan,7,24,0.01522361359570662
scikit-learn,during,Vincent-Maladiere,4,14,0.004651162790697674
scikit-learn,during,sadakmed,2,5,0.0
scikit-learn,during,franslarsson,3,16,0.0
scikit-learn,during,OlehKSS,1,4,0.0
scikit-learn,during,himankunaw,1,2,0.0
scikit-learn,during,genvalen,3,13,0.0
scikit-learn,during,kianelbo,2,8,0.0
scikit-learn,during,Jitensid,1,3,0.0
scikit-learn,during,muokicaleb,1,6,0.0
scikit-learn,during,venkyyuvy,1,2,0.0
scikit-learn,during,isaacknjama,3,9,0.0051759093619558735
scikit-learn,during,jnothman,1,3,0.0
scikit-learn,during,simonamaggio,1,2,0.0
scikit-learn,during,moonkyung-kang,1,2,0.0
scikit-learn,during,g4brielvs,2,7,0.0
scikit-learn,during,ogrisel,5,16,0.07483204134366925
scikit-learn,during,aufarkari,1,2,0.0
scikit-learn,during,avm19,2,4,0.006082289803220036
scikit-learn,during,qinhanmin2014,1,2,0.0
scikit-learn,during,haochunchang,1,2,0.0
scikit-learn,during,rth,4,12,0.04108527131782946
scikit-learn,during,tsuga,1,2,0.0
scikit-learn,during,mlondschien,1,2,0.0
scikit-learn,during,Mariam-ke,2,6,0.0
scikit-learn,during,pwl,1,2,0.0
scikit-learn,during,albertvillanova,3,6,0.026118067978533097
scikit-learn,during,alonsosilvaallende,1,2,0.0
scikit-learn,during,maikia,4,15,0.015026833631484795
scikit-learn,during,ADEscobar,1,2,0.0
scikit-learn,during,doerlbh,1,2,0.0
scikit-learn,during,olszewskip,1,2,0.0
scikit-learn,during,martinagvilas,1,2,0.0
scikit-learn,during,smarie,1,2,0.0
scikit-learn,during,cycks,2,4,0.00655933214072749
scikit-learn,during,mohaseeb,2,6,0.0
scikit-learn,during,willpeppo,1,3,0.0
scikit-learn,during,chagaz,3,8,0.026118067978533097
scikit-learn,during,terencehonles,1,3,0.0
scikit-learn,during,jhlegarreta,1,2,0.0
scikit-learn,during,sdpython,1,2,0.0
scikit-learn,during,mjkanji,1,2,0.0
scikit-learn,during,alceballosa,1,2,0.0
scikit-learn,during,adrinjalali,2,4,0.00011926058437686345
scikit-learn,during,lorentzenchr,1,2,0.0
scikit-learn,during,Reksbril,1,2,0.0
scikit-learn,during,fbidu,1,3,0.0
scikit-learn,during,arka204,1,4,0.0
scikit-learn,during,KumarGanesha1996,1,4,0.0
scikit-learn,during,tianchuliang,1,3,0.0
scikit-learn,during,CeeThinwa,1,3,0.0
scikit-learn,during,MaggieChege,1,2,0.0
scikit-learn,during,mobigelow,1,2,0.0
scikit-learn,during,Bunkus1,1,2,0.0
scikit-learn,during,JosephTLucas,2,4,0.01311866428145498
scikit-learn,during,yagi-3,1,3,0.0
scikit-learn,during,krumeto,1,2,0.0
scikit-learn,during,Cristinamulas,1,2,0.0
scikit-learn,during,azihna,1,2,0.0
scikit-learn,during,jaketae,1,3,0.0
scikit-learn,during,quendee,1,2,0.0
scikit-learn,during,jackzyliu,1,2,0.0
scikit-learn,during,ClaudioSalvatoreArcidiacono,1,2,0.0
scikit-learn,during,albertcthomas,1,2,0.0
scikit-learn,during,MaiRajborirug,1,2,0.0
scikit-learn,during,SangamSwadiK,1,4,0.0
scikit-learn,during,awinml,1,3,0.0
scikit-learn,during,DennisOsei,1,3,0.0
scikit-learn,during,ab-anssi,1,2,0.0
scikit-learn,during,rubywerman,1,2,0.0
scikit-learn,during,kasmith11,1,3,0.0
scikit-learn,during,hongshaoyang,1,2,0.0
scikit-learn,during,ShisuiUzumaki,1,2,0.0
scikit-learn,during,2357juan,1,2,0.0
scikit-learn,during,nymarkkho,1,2,0.0
scikit-learn,during,jakirkham,1,2,0.0
scikit-learn,during,seberg,1,2,0.0
scikit-learn,during,rgommers,1,2,0.0
scikit-learn,during,cdrig,1,2,0.0
scikit-learn,during,mathieu-sabatier,1,2,0.0
scikit-learn,post,KartikeyBartwal,1,2,0.0
scikit-learn,post,Tialo,4,14,0.058823529411764705
scikit-learn,post,glemaitre,4,13,0.0481283422459893
scikit-learn,post,GaelVaroquaux,4,16,0.053475935828877004
scikit-learn,post,betatim,15,64,0.4385026737967914
scikit-learn,post,Charlie-XIAO,9,37,0.2032085561497326
scikit-learn,post,glevv,1,2,0.0
scikit-learn,post,OmarManzoor,13,53,0.3226381461675579
scikit-learn,post,Micky774,4,9,0.19964349376114082
scikit-learn,post,rprkh,1,2,0.0
scikit-learn,post,jeromedockes,1,2,0.0
scikit-learn,post,lucyleeow,6,14,0.2192513368983957
scikit-learn,post,rgommers,2,4,0.058823529411764705
scikit-learn,post,DimitriPapadopoulos,1,4,0.0
scikit-learn,post,fcharras,1,8,0.0
scikit-learn,post,tuscland,1,2,0.0
scikit-learn,post,EdAbati,2,8,0.0
scikit-learn,post,xuefeng-xu,1,2,0.0
scikit-learn,post,yuanx749,1,2,0.0
scikit-learn,post,work-mohit,2,8,0.0
scikit-learn,post,marenwestermann,2,5,0.01515151515151515
scikit-learn,post,punndcoder28,2,5,0.01158645276292335
scikit-learn,post,SaadMahm00d,1,2,0.0
scikit-learn,post,ArturoAmorQ,10,27,0.24509803921568626
scikit-learn,post,StefanieSenger,2,5,0.0
scikit-learn,post,mtsokol,1,2,0.0
scikit-learn,post,Shreesha3112,2,5,0.017825311942959
scikit-learn,post,adam2392,1,3,0.0
scikit-learn,post,greyisbetter,3,6,0.026737967914438502
scikit-learn,post,ogrisel,1,2,0.0
scikit-learn,post,linus-md,1,6,0.0
scikit-learn,post,mrastgoo,1,2,0.0
scikit-learn,post,lohitslohit,1,2,0.0
scikit-learn,post,aidangold,1,2,0.0
scikit-learn,post,Tech-Netiums,1,2,0.0
pytorch,pre,albanD,20,84,0.001386241501090181
pytorch,pre,fmassa,107,1940,0.07775423871749959
pytorch,pre,VitalyFedyunin,41,273,0.012114052843872401
pytorch,pre,vadimkantorov,36,225,0.026853827047756743
pytorch,pre,aazzolini,46,207,0.008038606660304716
pytorch,pre,goldsborough,88,2802,0.04543166454694429
pytorch,pre,jerryzh168,51,283,0.019404129721511114
pytorch,pre,apaszke,228,12240,0.23556822004491457
pytorch,pre,colesbury,151,11791,0.05796291972600211
pytorch,pre,pritamdamania87,29,483,0.005606989458851323
pytorch,pre,gchanan,170,11311,0.08124637759923518
pytorch,pre,zhaojuanmao,50,649,0.019255970883059
pytorch,pre,bdhirsh,25,50,0.001487859403834073
pytorch,pre,rgommers,21,85,0.02397883535860167
pytorch,pre,malvika2147,7,47,0.0
pytorch,pre,soumith,172,10605,0.12253582006005861
pytorch,pre,ezyang,160,9008,0.08031645632692379
pytorch,pre,pietern,66,2060,0.029161052810532554
pytorch,pre,ebetica,82,3157,0.04327194510373757
pytorch,pre,yf225,73,1220,0.020127719857574784
pytorch,pre,mrshenli,65,976,0.036862747487110666
pytorch,pre,drnikolaev,1,2,0.0
pytorch,pre,spandantiwari,16,107,0.0129456757514653
pytorch,pre,digantdesai,24,48,0.0008825144653570862
pytorch,pre,iotamudelta,19,232,0.0009704813023906025
pytorch,pre,mingfeima,12,64,0.0003147164925892063
pytorch,pre,Stonesjtu,8,40,0.0
pytorch,pre,houseroad,33,1694,0.002318245306572093
pytorch,pre,ifedan,29,206,0.014159238421190443
pytorch,pre,ljk53,40,556,0.0072154607221739196
pytorch,pre,Russzheng,5,10,0.0010962229000454112
pytorch,pre,sethah,6,37,0.0
pytorch,pre,petrex,14,80,0.0063155263005375654
pytorch,pre,nehz,6,18,0.00030036837430444147
pytorch,pre,yya007-zz,19,53,0.007873595230540636
pytorch,pre,MKFMIKU,2,4,0.0
pytorch,pre,veritas9872,2,4,0.0
pytorch,pre,dreiss,27,308,0.004170981320677454
pytorch,pre,dwarakrajagopal,2,4,0.0006026715325522854
pytorch,pre,erikbrinkman,5,27,0.0
pytorch,pre,yinghai,19,63,0.006010515537979985
pytorch,pre,Erotemic,4,8,0.0049182711697073256
pytorch,pre,ngimel,20,68,0.007294311615575335
pytorch,pre,cdluminate,5,10,0.0010962229000454112
pytorch,pre,raghuramank100,27,411,0.007639244565197408
pytorch,pre,xkszltl,13,62,0.00023825172527111398
pytorch,pre,umanwizard,15,60,0.003098269613591607
pytorch,pre,Kaixhin,4,8,0.0010740742150093254
pytorch,pre,ClementPinard,7,16,0.00048355672582174017
pytorch,pre,shoumikhin,6,45,3.4393286900621938e-06
pytorch,pre,seemethere,24,49,0.0002824508312281975
pytorch,pre,suo,51,471,0.018049771211420828
pytorch,pre,csarofeen,6,38,0.0
pytorch,pre,ghost,10,30,0.0018871509351297824
pytorch,pre,avmgithub,11,54,0.0017796190205426193
pytorch,pre,zuoxingdong,8,100,0.0
pytorch,pre,jekbradbury,11,36,0.00642342200796977
pytorch,pre,mfuntowicz,3,6,0.0021937426294815167
pytorch,pre,alicanb,14,96,0.0017071582063815616
pytorch,pre,janeyx99,24,48,0.0008825144653570862
pytorch,pre,salilsdesai,24,48,0.0008825144653570862
pytorch,pre,resistor,25,212,0.005028512746710797
pytorch,pre,smessmer,50,1942,0.01220786726411901
pytorch,pre,ChunliF,6,35,0.0
pytorch,pre,neerajprad,12,91,0.0018657661221390628
pytorch,pre,jeffreyksmithjr,11,24,0.011510538361958141
pytorch,pre,Roger-luo,5,17,0.0
pytorch,pre,acgtyrant,6,20,0.0
pytorch,pre,anjali411,24,48,0.0008825144653570862
pytorch,pre,Naman-ntc,6,20,5.358922415790397e-05
pytorch,pre,ssnl,32,627,0.0034372724305053986
pytorch,pre,jamesr66a,56,1966,0.010715538731551644
pytorch,pre,bddppq,57,2095,0.02123878566622705
pytorch,pre,mcarilli,19,92,0.00525208397896173
pytorch,pre,salexspb,17,50,0.009628998631935368
pytorch,pre,brianjo,16,65,0.002158833414000029
pytorch,pre,realdoug,7,14,0.0037775396835043064
pytorch,pre,jma127,6,23,0.0
pytorch,pre,ruotianluo,6,15,0.0004999087415980584
pytorch,pre,prigoyal,6,22,0.0
pytorch,pre,zdevito,141,10910,0.04961376587313483
pytorch,pre,z-a-f,29,108,0.004978580014899434
pytorch,pre,zheng-xq,10,25,0.010431281662216955
pytorch,pre,fritzo,20,222,0.009407763155084566
pytorch,pre,teng-li,38,1561,0.005015710288977791
pytorch,pre,dzdang,24,48,0.0008825144653570862
pytorch,pre,kahne,3,6,0.00019961408264772165
pytorch,pre,themightyoarfish,8,27,0.0
pytorch,pre,bombs-kim,6,17,0.0
pytorch,pre,xwfye,5,10,0.0010962229000454112
pytorch,pre,nairbv,26,231,0.006732970356816186
pytorch,pre,vfdev-5,6,18,0.0
pytorch,pre,mdraw,2,4,0.00043667755279599193
pytorch,pre,bstriner,6,34,0.0
pytorch,pre,vkuzo,24,48,0.0008825144653570862
pytorch,pre,ArmenAg,9,19,0.009569953628508798
pytorch,pre,kashif,8,21,0.0050080868967944
pytorch,pre,Rikorose,3,6,0.0006276809822150651
pytorch,pre,varunagrawal,4,8,0.0008699434075843809
pytorch,pre,pjh5,28,392,0.011340495794277304
pytorch,pre,eellison,24,129,0.016617241395599038
pytorch,pre,tomguluson92,6,28,0.0
pytorch,pre,zippeurfou,5,10,0.0010962229000454112
pytorch,pre,ptrblck,11,35,0.002090126839582428
pytorch,pre,jithunnair-amd,32,87,0.004722567320393517
pytorch,pre,zy97140,4,8,0.00023529319421431084
pytorch,pre,xiaomengy,38,227,0.01842716375550424
pytorch,pre,mingzhe09088,14,93,0.0006832030962011254
pytorch,pre,jlin27,14,65,0.0033025809438583667
pytorch,pre,pbelevich,13,51,0.008791440786019754
pytorch,pre,kimishpatel,24,50,0.0008168756327492431
pytorch,pre,JerryShih,7,14,0.009618512000691781
pytorch,pre,lematt1991,5,10,0.0010962229000454112
pytorch,pre,li-roy,37,687,0.008790244499192816
pytorch,pre,kostmo,22,184,0.00393523716485008
pytorch,pre,kimdwkimdw,5,10,0.00048355672582174017
pytorch,pre,iramazanli,3,6,0.0006276809822150651
pytorch,pre,syed-ahmed,13,62,0.0018473747021340743
pytorch,pre,Jorghi12,15,116,0.003988597885068331
pytorch,pre,jeffdaily,24,48,0.0008825144653570862
pytorch,pre,kittipatv,5,10,0.00048355672582174017
pytorch,pre,xhzhao,5,10,0.00048355672582174017
pytorch,pre,nikitaved,24,48,0.0008825144653570862
pytorch,pre,Balandat,4,8,0.0010503812502697571
pytorch,pre,dzhulgakov,80,2564,0.0199815255179201
pytorch,pre,zhangguanheng66,20,69,0.01382606569453052
pytorch,pre,marcemq,6,12,0.001644854805957282
pytorch,pre,anderspapitto,30,2345,0.00023548243795810592
pytorch,pre,crcrpar,7,39,0.0
pytorch,pre,ppwwyyxx,5,13,0.00291221883763493
pytorch,pre,atalman,24,48,0.0008825144653570862
pytorch,pre,lezcano,24,48,0.0008825144653570862
pytorch,pre,mingbowan,12,51,0.0013264140300946546
pytorch,pre,gqchen,9,48,0.002186501526341393
pytorch,pre,alsrgv,9,31,0.0005186600949928215
pytorch,pre,davidbrownellWork,7,20,0.0005554340959783748
pytorch,pre,gujinghui,12,49,0.0015852733792286501
pytorch,pre,IvanKobzarev,17,151,0.003671988971454876
pytorch,pre,fehiepsi,10,51,0.0019526457507632066
pytorch,pre,rohithkrn,11,61,0.00022977872374614305
pytorch,pre,xw285cornell,12,43,0.007190500495489151
pytorch,pre,weiyangfb,29,545,0.0018952455381422639
pytorch,pre,zou3519,44,923,0.007389254564016669
pytorch,pre,orionr,53,1022,0.034797634305635365
pytorch,pre,ishaqadenali,3,6,0.0006276809822150651
pytorch,pre,chandlerzuo,2,4,0.0017622818619694419
pytorch,pre,PenghuiCheng,15,36,0.025715450309908686
pytorch,pre,nzw0301,6,19,0.00043667755279599193
pytorch,pre,jaciefan,8,16,0.016534285388764544
pytorch,pre,vincentqb,21,94,0.01818104618580033
pytorch,pre,bhushan23,8,46,0.0002469454572642216
pytorch,pre,Yangqing,43,2289,0.012796340500701126
pytorch,pre,zrphercule,15,82,0.0007951042211528043
pytorch,pre,cpuhrsch,18,112,0.0012979930978204907
pytorch,pre,EthanSteinberg,6,16,0.00043667755279599193
pytorch,pre,MlWoo,5,18,0.0
pytorch,pre,kulinseth,24,48,0.0008825144653570862
pytorch,pre,izdeby,39,391,0.01131428970805507
pytorch,pre,elanmart,5,21,0.0
pytorch,pre,ericnakagawa,3,6,0.0015191382945646354
pytorch,pre,lanpa,7,44,0.0026680897478661213
pytorch,pre,bwasti,35,203,0.021428393266735277
pytorch,pre,wanchaol,17,56,0.010167838259025239
pytorch,pre,ajtulloch,18,110,0.002523299144437692
pytorch,pre,goodlux,8,16,0.004679973578672534
pytorch,pre,voznesenskym,24,48,0.0008825144653570862
pytorch,pre,myleott,6,12,0.001393378025053834
pytorch,pre,FDecaYed,6,20,0.0
pytorch,pre,ailzhang,22,70,0.008829242004976746
pytorch,pre,Evpok,6,13,0.004023991666654359
pytorch,pre,xta0,17,146,0.007615460456265546
pytorch,pre,Maratyszcza,20,182,0.0009271386330982536
pytorch,pre,runtian-zhou,3,6,0.0001426503034827026
pytorch,pre,karandwivedi42,7,45,0.0
pytorch,pre,jianyuh,45,243,0.018578066814794507
pytorch,pre,lantiga,7,56,0.0
pytorch,pre,yyetim,1,2,0.0
pytorch,pre,jspark1105,16,55,0.010967840028604693
pytorch,pre,dskhudia,18,120,0.0025461161949404984
pytorch,pre,jackm321,4,9,0.002364651184558619
pytorch,pre,bzinodev,5,18,0.0004156862048211278
pytorch,pre,glaringlee,1,3,0.0
pytorch,pre,mattdawkins,4,8,0.0004679104467346029
pytorch,pre,rasbt,5,10,0.0009326436561891034
pytorch,pre,skrah,6,20,0.0027972489783087756
pytorch,pre,JackWindows,1,2,0.0
pytorch,pre,vishwakftw,2,4,0.0006566296740466965
pytorch,pre,thiagocrepaldi,10,28,0.004789507286583646
pytorch,pre,rainwoodman,4,8,0.0004679104467346029
pytorch,pre,velikodniy,3,6,4.365829369949355e-05
pytorch,pre,samuela,4,8,0.0029360488305631045
pytorch,pre,dmitriy-serdyuk,5,10,0.0009326436561891034
pytorch,pre,striajan,3,6,0.0004999087415980584
pytorch,pre,tugrulates,3,9,0.0
pytorch,pre,JackLangerman,5,10,0.0009326436561891034
pytorch,pre,HisiFish,5,10,0.0009326436561891034
pytorch,pre,pohmelie,4,8,0.0004679104467346029
pytorch,pre,sdmonov,6,20,0.00011736538190695272
pytorch,pre,Atcold,3,6,0.0004999087415980584
pytorch,pre,bes-dev,4,8,0.0004679104467346029
pytorch,pre,Ir1d,5,15,0.0
pytorch,pre,hartb,4,8,0.0004679104467346029
pytorch,pre,daquexian,5,11,0.0004679104467346029
pytorch,pre,svenstaro,5,10,0.0009326436561891034
pytorch,pre,rfejgin,5,10,0.0009326436561891034
pytorch,pre,qixiuai,5,14,0.0
pytorch,pre,yueyericardo,4,8,0.0004679104467346029
pytorch,pre,jramseyer,4,8,0.0007085916223454863
pytorch,pre,narumiruna,5,11,0.00020802312884955277
pytorch,pre,sinkingsugar,4,8,0.0020185352825369757
pytorch,pre,cdiep,4,8,0.0004679104467346029
pytorch,pre,shihongzhi,1,2,0.0
pytorch,pre,meganset,2,4,1.228874060465203e-05
pytorch,pre,PyExtreme,2,14,0.0
pytorch,pre,CarMiranda,2,12,0.0
pytorch,pre,sidazhang,4,16,0.0
pytorch,pre,driazati,17,114,0.006468637581367519
pytorch,pre,gtamba,2,4,1.228874060465203e-05
pytorch,pre,mansoorcheema,2,4,1.228874060465203e-05
pytorch,pre,bwignall,6,12,0.008407996725428087
pytorch,pre,svenevs,1,2,0.0
pytorch,pre,xzhu1900,4,41,0.0
pytorch,pre,lsrock1,2,8,0.0
pytorch,pre,suyashb95,2,4,1.228874060465203e-05
pytorch,pre,xsacha,10,23,0.011667118889898364
pytorch,pre,ShahriarRezghi,3,45,0.0
pytorch,pre,divyanshsinghvi,2,4,1.228874060465203e-05
pytorch,pre,jon-tow,2,24,0.0
pytorch,pre,jjlilley,19,221,0.004352295720144266
pytorch,pre,ZolotukhinM,22,102,0.013045597033623079
pytorch,pre,TH3CHARLie,2,4,1.228874060465203e-05
pytorch,pre,jaliyae,6,40,0.0011781093560437777
pytorch,pre,nuka137,3,20,0.0
pytorch,pre,qizzzh,3,6,0.00605859593526127
pytorch,pre,Baranowski,1,2,0.0
pytorch,pre,highker,4,17,0.0
pytorch,pre,lly-zero-one,11,78,0.0049355943651926614
pytorch,pre,hx89,8,52,0.004607764083506421
pytorch,pre,ilia-cher,17,44,0.011083118235974684
pytorch,pre,MisterTea,6,12,0.0016473941029378238
pytorch,pre,Jianhui-Li,18,67,0.007671097103050948
pytorch,pre,Coderx7,1,2,0.0
pytorch,pre,harouwu,9,55,0.0011475783204905046
pytorch,pre,serhaty,2,9,0.0
pytorch,pre,protonu,2,5,0.0
pytorch,pre,JianpingChen066,6,15,0.004158500795142513
pytorch,pre,mdschatz,3,10,0.0
pytorch,pre,Tixxx,1,2,0.0
pytorch,pre,sanekmelnikov,4,14,3.912179396898424e-05
pytorch,pre,nataliakliushkina,6,28,0.0031025276645993546
pytorch,pre,J0Nreynolds,2,6,0.0
pytorch,pre,dasguptar,1,2,0.0
pytorch,pre,supriyar,11,51,5.216239195864565e-06
pytorch,pre,linbinyu,1,3,0.0
pytorch,pre,xmnlab,4,15,0.0012686651639439456
pytorch,pre,pearu,6,16,0.0016768746458704889
pytorch,pre,ddkalamk,3,6,0.0010539712575220203
pytorch,pre,Swetko,1,3,0.0
pytorch,pre,0phoff,1,2,0.0
pytorch,pre,Enealor,1,2,0.0
pytorch,pre,jamarshon,1,3,0.0
pytorch,pre,nishantpdce,6,38,0.0005038613618146452
pytorch,pre,gottbrath,9,47,0.0003149153051986711
pytorch,pre,iseeyuan,10,92,0.00021074453143370093
pytorch,pre,t-vi,5,14,0.003284881772565138
pytorch,pre,bonlime,3,6,0.00027138401275297104
pytorch,pre,EscapeZero,2,4,0.0010649293040556568
pytorch,pre,jspisak,5,16,0.0002846394748227
pytorch,pre,AshkanAliabadi,12,79,0.001280648010404706
pytorch,pre,janewangfb,3,20,0.0
pytorch,pre,xcheng16,6,45,0.0
pytorch,pre,wesolwsk,3,9,0.0001456505117383687
pytorch,pre,mjacar,1,2,0.0
pytorch,pre,hl475,2,4,0.00014657632140379427
pytorch,pre,sf-wind,3,13,0.0007036818294565149
pytorch,pre,sytrus-in-github,3,6,0.0001106209037751471
pytorch,pre,moon05,1,2,0.0
