repo,phase,node,degree,strength,betweenness
kubernetes,during,Miciah,9,18,0.0012556606670029754
kubernetes,during,tapih,2,8,0.0
kubernetes,during,phenixblue,3,8,8.596013732813186e-06
kubernetes,during,SidneyShen,3,6,9.462050259996926e-06
kubernetes,during,skyguard1,7,15,6.279420562318322e-05
kubernetes,during,nicolehanjing,9,23,0.00027230994840649216
kubernetes,during,jdnurme,6,22,8.038375541851545e-05
kubernetes,during,MartinForReal,6,20,6.8137918226306364e-06
kubernetes,during,sdmodi,4,8,0.00015157767462985338
kubernetes,during,arthurhenrique,1,2,0.0
kubernetes,during,AnaMMedina21,4,10,1.4560682294294159e-05
kubernetes,during,Sh4d1,6,19,3.676106643094031e-05
kubernetes,during,Klaven,1,2,0.0
kubernetes,during,randomvariable,8,18,0.0003060105310678047
kubernetes,during,xlgao-zju,6,17,2.76322074901843e-05
kubernetes,during,Haleygo,9,31,6.014387612544934e-05
kubernetes,during,prasadkatti,7,24,0.00036672885504802254
kubernetes,during,wppzxc,5,22,0.0
kubernetes,during,fabi200123,6,13,4.272405581827055e-05
kubernetes,during,nick5616,3,7,3.753837113633096e-06
kubernetes,during,profnandaa,2,4,1.071794862377411e-06
kubernetes,during,ionutbalutoiu,3,6,1.538257577763251e-05
kubernetes,during,luyou86,1,2,0.0
kubernetes,during,mboersma,2,4,1.2765202925511476e-05
kubernetes,during,yangkev,1,2,0.0
kubernetes,during,prometherion,2,4,0.00010351059547466252
kubernetes,during,cji,4,14,2.584440962021703e-06
kubernetes,during,Lp-Francois,5,12,1.5829492276146932e-06
kubernetes,during,simonjpartridge,4,10,2.728646402377339e-05
kubernetes,during,heybronson,7,16,0.00015542111741854127
kubernetes,during,AuraSinis,12,30,0.00012837008377282523
kubernetes,during,dntosas,5,16,1.938625938524443e-07
kubernetes,during,ilyee,2,4,7.4832203038680184e-06
kubernetes,during,lyzs90,1,2,0.0
kubernetes,during,lilongfeng0902,2,4,7.50221424265291e-05
kubernetes,during,enzoyes,3,10,0.0
kubernetes,during,hanamantagoudvk,6,12,0.00014578113137657782
kubernetes,during,ipuustin,3,7,6.833843091406907e-06
kubernetes,during,Garrybest,5,17,0.0
kubernetes,during,choury,3,11,0.0
kubernetes,during,fighterhit,2,4,3.6510322080113323e-06
kubernetes,during,kikimo,2,4,1.829011653480669e-06
kubernetes,during,Fish-pro,2,4,9.746533642565739e-06
kubernetes,during,AlexanderYastrebov,1,2,0.0
kubernetes,during,h1z3y3,2,4,1.1605663401658197e-05
kubernetes,during,jfremy,3,6,5.420334192095414e-06
kubernetes,during,lichuqiang,7,30,3.637804994077112e-05
kubernetes,during,xens,1,2,0.0
kubernetes,during,christopherhein,1,2,0.0
kubernetes,during,sorkinl,1,2,0.0
kubernetes,during,zhouhaibing089,3,6,1.952265631277433e-05
kubernetes,during,rahulchheda,2,4,1.1784094196561793e-05
kubernetes,during,QiWang19,14,32,0.0002947368010959556
kubernetes,during,mrjoema,2,4,3.89257073142921e-06
kubernetes,during,payall4u,3,6,1.3451130873565454e-05
kubernetes,during,krzysiekg,8,22,0.00012932915046330248
kubernetes,during,snowplayfire,6,12,0.00019192471452705566
kubernetes,during,pires,6,12,0.00014721805677264378
kubernetes,during,bunniseng-zz,3,7,7.099184077104705e-06
kubernetes,during,raisaat,2,4,1.8307971108301835e-05
kubernetes,during,utsavoza,2,4,4.647226725933429e-06
kubernetes,during,Ahmed-Aghadi,2,5,0.0
kubernetes,during,hoskeri,3,8,7.715553159763032e-06
kubernetes,during,nearora-msft,1,2,0.0
kubernetes,during,ordovicia,3,7,9.052047158080308e-06
kubernetes,during,mlevesquedion,1,2,0.0
kubernetes,during,kisieland,2,4,1.0945367934369119e-05
kubernetes,during,danbudris,5,12,1.3713878868642617e-05
kubernetes,during,umangachapagain,5,10,0.00012864102376036407
kubernetes,during,fatedier,1,2,0.0
kubernetes,during,Seaiii,3,7,9.284671032873994e-06
kubernetes,during,dddddai,4,15,0.0
kubernetes,during,kinzhi,1,2,0.0
kubernetes,during,anson627,1,3,0.0
kubernetes,during,rf232,6,13,0.002811636435044292
kubernetes,during,jeefy,2,4,0.0
kubernetes,during,ianlewis,2,4,0.0
kubernetes,during,kmala,3,6,2.104607950403285e-05
kubernetes,during,auxten,3,6,8.624219312475836e-05
kubernetes,during,mucahitkurt,1,2,0.0
kubernetes,during,therc,1,4,0.0
kubernetes,during,archsyscall,4,8,1.535483357692145e-05
kubernetes,during,SurajPratap10,2,4,9.634758027466776e-06
kubernetes,during,jesusha123,4,8,0.00010432854221647432
kubernetes,during,adeniyistephen,2,4,0.0
kubernetes,during,gobomb,3,9,0.0
kubernetes,during,xiangpengzhao,3,6,0.00015385055009110946
kubernetes,during,PauloGoncalvesLima,1,2,0.0
kubernetes,during,lucming,4,9,4.264504386030935e-06
kubernetes,during,chaitanyabandi,1,2,0.0
kubernetes,during,skrobul,1,2,0.0
kubernetes,during,zabrox,2,5,0.0
kubernetes,during,fudali113,1,2,0.0
kubernetes,during,sky-philipalmeida,1,2,0.0
kubernetes,during,bells17,1,2,0.0
kubernetes,during,ggriffiths,2,4,4.230756109268082e-06
kubernetes,during,olemarkus,3,6,9.790031501174878e-06
kubernetes,during,chethanv28,4,10,4.614483343858112e-06
kubernetes,during,lucab,2,4,4.63032340079284e-06
kubernetes,during,frobware,1,2,0.0
kubernetes,during,hbagdi,2,9,0.0
kubernetes,during,x13n,18,56,9.171547402198326e-05
kubernetes,during,sairameshv,1,2,0.0
kubernetes,during,STRRL,2,4,1.9894730854494753e-06
kubernetes,during,dbason,1,2,0.0
kubernetes,during,stevenpitts,1,2,0.0
kubernetes,during,johngmyers,1,2,0.0
kubernetes,during,bowen5,1,2,0.0
kubernetes,during,MaxRenaud,2,4,3.590081311292008e-05
kubernetes,during,kqzh,3,7,7.769121136046887e-07
kubernetes,during,aholic,2,5,0.0
kubernetes,during,tssurya,5,15,1.3913369212336367e-05
kubernetes,during,luozhiwenn,1,2,0.0
kubernetes,during,JayKayy,3,7,4.163615298810404e-06
kubernetes,during,mansikulkarni96,1,2,0.0
kubernetes,during,0robustus1,1,2,0.0
kubernetes,during,oxddr,4,18,4.9356728935169085e-06
kubernetes,during,devincd,2,6,0.0
kubernetes,during,code-elinka,5,13,7.684959585602077e-06
kubernetes,during,abelbarrera15,2,4,5.811960681382208e-06
kubernetes,during,kvaps,7,16,0.0006521139140305854
kubernetes,during,IanColdwater,3,6,5.514737114034706e-05
kubernetes,during,ztzxt,1,2,0.0
kubernetes,during,davidstack,1,2,0.0
kubernetes,during,JacobTanenbaum,2,4,5.085611482174129e-06
kubernetes,during,xigang,1,2,0.0
kubernetes,during,anggao,2,4,1.7225456956486422e-05
kubernetes,during,siddhartha97,2,5,2.9321268978783493e-05
kubernetes,during,tsaarni,2,4,0.0
kubernetes,during,oxxenix,2,4,1.5140857429535918e-05
kubernetes,during,shikanon,1,2,0.0
kubernetes,during,reegnz,4,11,0.0
kubernetes,during,aldudko,1,2,0.0
kubernetes,during,upodroid,5,12,2.200114788006422e-05
kubernetes,during,carlosedp,2,4,1.011168437482364e-05
kubernetes,during,satyasm,1,2,0.0
kubernetes,during,howieyuen,2,4,0.0
kubernetes,during,lalitc375,3,8,0.0
kubernetes,during,ashnehete,8,29,9.743269819872596e-06
kubernetes,during,tech-geek29,2,5,0.0
kubernetes,during,jimmy-zh,3,6,6.905688970188024e-05
kubernetes,during,Benjmmi,1,2,0.0
kubernetes,during,bbyrne5,1,2,0.0
kubernetes,during,maaoBit,2,4,1.3313395429188921e-05
kubernetes,during,MarSik,2,4,8.626275500579855e-06
kubernetes,during,kapiljain1989,1,2,0.0
kubernetes,during,adammw,1,2,0.0
kubernetes,during,ak20102763,1,2,0.0
kubernetes,during,arekkusu,2,4,3.3533296646289742e-06
kubernetes,during,jvanz,1,2,0.0
kubernetes,during,ruquanzhao,7,14,0.0005457831948299464
kubernetes,during,goushicui,2,4,6.313238175591673e-06
kubernetes,during,clarkdian,2,4,1.1084824064040107e-05
kubernetes,during,hoelzro,4,10,1.7873325859097585e-05
kubernetes,during,lokichoggio,3,6,5.882173369802089e-06
kubernetes,during,mikkeloscar,3,7,3.058567792590914e-06
kubernetes,during,CriaHu,2,12,0.0
kubernetes,during,ihgann,2,4,1.0129796145237492e-05
kubernetes,during,arrowfeng,1,2,0.0
kubernetes,during,wallrj,1,2,0.0
kubernetes,during,LorbusChris,2,4,1.9074128237357488e-05
kubernetes,during,xuzhenglun,2,4,7.670806948295112e-05
kubernetes,during,sam-cogan,7,16,4.527337977246379e-05
kubernetes,during,wuyingjun-lucky,1,2,0.0
kubernetes,during,microyahoo,1,2,0.0
kubernetes,during,kcx2366425574,1,2,0.0
kubernetes,during,lubronzhan,3,7,5.932172876516818e-07
kubernetes,during,lobziik,1,2,0.0
kubernetes,during,KevinWang15,2,4,1.1019616845677216e-05
kubernetes,during,Coderayush13,1,2,0.0
kubernetes,during,ks864148379,1,2,0.0
kubernetes,during,bamarni,1,2,0.0
kubernetes,during,d-honeybadger,1,2,0.0
kubernetes,during,dgl,2,4,1.4188245608828052e-05
kubernetes,during,agile6v,1,2,0.0
kubernetes,during,lengrongfu,5,11,6.383879353747437e-05
kubernetes,during,maknihamdi,4,9,1.0357060085364252e-05
kubernetes,during,rccrdpccl,1,2,0.0
kubernetes,during,yanhongchang,2,4,2.728646402377339e-05
kubernetes,during,varshaprasad96,2,4,2.879436223731351e-05
kubernetes,during,Git-Jiro,2,4,2.34742094331718e-05
kubernetes,during,zxh326,2,5,0.0
kubernetes,during,itonyli,1,2,0.0
kubernetes,during,edwardstudy,2,4,3.0214451903728984e-06
kubernetes,during,Howie59,1,2,0.0
kubernetes,during,thtanaka,1,2,0.0
kubernetes,during,lining2020x,2,5,0.0
kubernetes,during,zigarn,1,2,0.0
kubernetes,during,zachmandeville,3,6,6.86999507266408e-06
kubernetes,during,victory460,1,2,0.0
kubernetes,during,ttakahashi21,2,4,4.196025356603402e-05
kubernetes,during,clementnuss,2,4,9.774150797858716e-07
kubernetes,during,hs0210,1,2,0.0
kubernetes,during,HaonanFeng,1,2,0.0
kubernetes,during,williamyeh,2,4,7.234842922109395e-06
kubernetes,during,aartij17,2,4,1.0144077406333777e-05
kubernetes,during,mikechengwei,1,2,0.0
kubernetes,during,mcbenjemaa,3,7,3.3372209756061355e-05
kubernetes,during,hunknownz,1,2,0.0
kubernetes,during,kl52752,6,17,2.475090399286642e-05
kubernetes,during,luigibk,1,2,0.0
kubernetes,during,olivierlemasle,1,2,0.0
kubernetes,during,tao12345666333,1,2,0.0
kubernetes,during,happinesstaker,1,2,0.0
kubernetes,during,sathyanarays,4,15,6.153071601084254e-05
kubernetes,during,silenceshell,1,2,0.0
kubernetes,during,hj-johannes-lee,3,7,1.531911117947979e-05
kubernetes,during,lack,2,4,1.6300988118191236e-05
kubernetes,during,cubxxw,1,2,0.0
kubernetes,during,yt2985,2,5,0.0
kubernetes,during,sivchari,2,5,0.0
kubernetes,during,adohe,1,2,0.0
kubernetes,during,MartinKanters,1,2,0.0
kubernetes,during,xiaomudk,4,10,1.0218992086351383e-06
kubernetes,during,yoongon,4,11,0.0
kubernetes,during,ldsdsy,6,15,9.386524700644181e-05
kubernetes,during,AdamKorcz,2,4,9.844559868820193e-06
kubernetes,during,LiorLieberman,4,10,2.5991466764457237e-05
kubernetes,during,ScrapCodes,6,17,8.723522312956832e-05
kubernetes,during,khushbuparakh,1,2,0.0
kubernetes,during,electrocucaracha,4,10,3.675367977841941e-06
kubernetes,during,stbenjam,2,4,6.576152184251761e-05
kubernetes,during,zhangxyjlu,2,4,4.42730423760135e-06
kubernetes,during,mhmxs,4,10,1.6029431716234642e-05
kubernetes,during,geegeea,2,4,4.3734960601861224e-05
kubernetes,during,chelseychen,5,23,5.752632713858201e-06
kubernetes,during,minbaev,2,7,0.0
kubernetes,during,SubhasmitaSw,1,2,0.0
kubernetes,during,xiaopinggoer,2,4,2.6100635940727566e-05
kubernetes,during,NaNi-Z,1,2,0.0
kubernetes,during,wangao1236,1,2,0.0
kubernetes,during,jeremyeder,3,6,6.844153378272388e-05
kubernetes,during,juliantaylor,1,2,0.0
kubernetes,during,pmorie,2,4,2.229190141845934e-05
kubernetes,during,dervoeti,2,4,1.5894884778750137e-05
kubernetes,during,akhilles,2,4,1.5894884778750137e-05
kubernetes,during,anstns,1,2,0.0
kubernetes,during,kshitijcode,3,7,4.545438422628207e-06
kubernetes,during,thehackercat,1,2,0.0
kubernetes,during,Ghazgkull,1,2,0.0
kubernetes,during,lemonli,1,2,0.0
kubernetes,during,shaneutt,2,4,1.8107518141778467e-05
kubernetes,during,mtougeron,1,2,0.0
kubernetes,during,rthakur-est,1,2,0.0
kubernetes,during,amewayne,4,12,0.0
kubernetes,during,olderTaoist,1,2,0.0
kubernetes,during,AbdulBasitAlvi,2,4,5.833974309771254e-05
kubernetes,during,jdef,2,4,8.77826325345997e-06
kubernetes,during,rsevilla87,3,6,4.470542161521617e-05
kubernetes,during,RichardoC,1,2,0.0
kubernetes,during,chenkaiyue,1,2,0.0
kubernetes,during,shiyajuan123,1,2,0.0
kubernetes,during,hase1128,4,9,2.4957135979177135e-05
kubernetes,during,janeczku,3,7,6.386457297161407e-05
kubernetes,during,yttan,1,2,0.0
kubernetes,during,huangyuqi,6,16,8.875478262555106e-06
kubernetes,during,lzhfromustc,2,4,3.786992374350571e-05
kubernetes,during,ellistarn,1,2,0.0
kubernetes,during,rexagod,3,6,0.00011409598362249018
kubernetes,during,july2993,1,2,0.0
kubernetes,during,mateuszlitwin,2,4,3.0214451903728984e-06
kubernetes,during,196Ikuchil,4,9,1.1731245872977043e-05
kubernetes,during,hprateek43,4,11,3.750113070224688e-05
kubernetes,during,NillsF,1,2,0.0
kubernetes,during,mfordjody,1,3,0.0
kubernetes,during,povilasv,1,2,0.0
kubernetes,during,hyakuhei,1,2,0.0
kubernetes,during,CIPHERTron,3,6,4.631847065223819e-05
kubernetes,during,yuanwoody,1,2,0.0
kubernetes,during,xinydev,3,6,6.904677040819513e-05
kubernetes,during,savitharaghunathan,2,5,0.0
kubernetes,during,bhks,1,2,0.0
kubernetes,during,sbueringer,2,4,1.5805872309504545e-05
kubernetes,during,vijaynvk-321,2,4,0.00010358813378309333
kubernetes,during,hxietkg,2,7,0.0
kubernetes,during,zouyee,1,2,0.0
kubernetes,during,austince,2,4,1.2070782555769613e-05
kubernetes,during,shubhindia,1,2,0.0
kubernetes,during,alexzimmer96,1,2,0.0
kubernetes,during,pablitoergosum,2,4,7.997812136962547e-07
kubernetes,during,tahsinrahman,2,5,0.0
kubernetes,during,zgfh,1,2,0.0
kubernetes,during,yahaa,1,2,0.0
kubernetes,during,Ritikaa96,1,2,0.0
kubernetes,during,weiwenli97,1,2,0.0
kubernetes,during,Niekvdplas,1,2,0.0
kubernetes,during,retroflexer,1,2,0.0
kubernetes,during,erain,2,5,0.0
kubernetes,during,sbezverk,1,2,0.0
kubernetes,during,LexCC,1,2,0.0
kubernetes,during,vareti,2,5,0.0
kubernetes,during,slaskawi,2,4,5.833974309771254e-05
kubernetes,during,alekc,3,6,9.925211766036254e-05
kubernetes,during,olegch,1,2,0.0
kubernetes,during,ashrayjain,2,4,6.376527219584464e-05
kubernetes,during,kimminw00,1,2,0.0
kubernetes,during,fabiokung,1,2,0.0
kubernetes,during,timstclair,1,2,0.0
kubernetes,during,ironyman,1,2,0.0
kubernetes,during,akshitgrover,1,2,0.0
kubernetes,during,jwtty,1,2,0.0
kubernetes,during,umohnani8,1,2,0.0
kubernetes,during,whalecold,1,2,0.0
kubernetes,during,lixiang233,1,2,0.0
kubernetes,during,PxyUp,1,2,0.0
kubernetes,during,tariqueshamsh,1,2,0.0
kubernetes,during,soulseen,1,2,0.0
kubernetes,during,like-inspur,2,4,6.936478044528809e-06
kubernetes,during,dimakow,1,2,0.0
kubernetes,during,Kartik494,1,2,0.0
kubernetes,during,yanjing1104,1,2,0.0
kubernetes,during,JeremyOT,1,2,0.0
kubernetes,during,sayaoailun,1,2,0.0
kubernetes,during,uthark,2,7,0.0
kubernetes,during,Mr-Linus,1,2,0.0
kubernetes,during,shuaich,1,2,0.0
kubernetes,during,saikey0379,1,2,0.0
kubernetes,during,LogicalShark,1,2,0.0
kubernetes,during,david-mcmahon,1,3,0.0
kubernetes,during,BigDarkClown,1,2,0.0
kubernetes,during,nikzayn,1,2,0.0
kubernetes,during,cmurphy,1,2,0.0
kubernetes,during,DemonsLu,1,2,0.0
kubernetes,during,cncal,1,2,0.0
kubernetes,during,WanLinghao,1,3,0.0
kubernetes,during,stmcginnis,1,2,0.0
kubernetes,post,mkumatag,23,86,0.007634061234634063
kubernetes,post,tzneal,56,359,0.007571684393577941
kubernetes,post,justaugustus,35,216,0.0021491960651098996
kubernetes,post,pohly,105,601,0.02730151502638854
kubernetes,post,tallclair,28,74,0.0075264334526758915
kubernetes,post,Karthik-K-N,4,10,2.642559240273764e-05
kubernetes,post,thockin,141,1110,0.052332373436716595
kubernetes,post,xmudrii,115,817,0.022895797584888987
kubernetes,post,srivastav-abhishek,3,7,1.864225536707466e-05
kubernetes,post,dchen1107,122,952,0.03588447002556689
kubernetes,post,cpanato,44,305,0.006513292914790825
kubernetes,post,bart0sh,118,1093,0.03327182985790116
kubernetes,post,palnabarun,17,65,0.002483948246613966
kubernetes,post,liggitt,181,2177,0.05547533357790874
kubernetes,post,aojea,148,1067,0.08059723266557216
kubernetes,post,dims,184,2246,0.05685882722410993
kubernetes,post,jeremyrickard,42,295,0.007411413282778321
kubernetes,post,derekwaynecarr,106,857,0.02473707122118887
kubernetes,post,johnbelamaric,29,158,0.0048884090968871596
kubernetes,post,puerco,17,125,0.0009890190318554667
kubernetes,post,vinaykul,18,51,0.00295126771671085
kubernetes,post,saschagrunert,54,357,0.002982596269228815
kubernetes,post,mrunalp,98,1058,0.03274914733564317
kubernetes,post,humblec,52,276,0.013627050953313109
kubernetes,post,a7i,4,11,3.620091329313943e-05
kubernetes,post,sjenning,41,184,0.004446906537325268
kubernetes,post,SergeyKanzhelev,103,1257,0.015742196676739928
kubernetes,post,Rajalakshmi-Girish,5,13,6.0406388967901186e-05
kubernetes,post,logicalhan,94,599,0.03022745605624979
kubernetes,post,knelasevero,1,2,0.0
kubernetes,post,atiratree,51,318,0.012695951180387533
kubernetes,post,robscott,20,93,0.004270682833235823
kubernetes,post,carlory,123,853,0.04219384724623606
kubernetes,post,Miciah,6,18,0.00015250798291238229
kubernetes,post,danwinship,50,294,0.01113734762349053
kubernetes,post,uablrek,13,87,2.413446757200627e-05
kubernetes,post,bowei,35,161,0.01370837950533731
kubernetes,post,aroradaman,17,140,0.0005728516680461208
kubernetes,post,shaneutt,5,12,0.0004280224590420355
kubernetes,post,khenidak,21,74,0.008831838093941776
kubernetes,post,dcbw,14,85,0.00020950771976146432
kubernetes,post,andrewsykim,137,1085,0.04334213761280794
kubernetes,post,freehan,21,114,0.005665052880917754
kubernetes,post,gauravkghildiyal,4,10,1.7463483483228837e-05
kubernetes,post,mskrocki,2,4,0.0002400351003316185
kubernetes,post,dprotaso,2,4,0.00027554637327689534
kubernetes,post,MrHohn,26,113,0.008693835564234857
kubernetes,post,rjsadow,8,19,0.0040438829298826
kubernetes,post,soltysh,83,695,0.04694718210558766
kubernetes,post,KnVerey,8,24,0.0008469755347370932
kubernetes,post,letmerecall,3,6,6.613909202217128e-05
kubernetes,post,BenTheElder,28,111,0.002773685213543016
kubernetes,post,ardaguclu,45,327,0.022600409313429416
kubernetes,post,armstrongli,1,2,0.0
kubernetes,post,stevekuznetsov,6,20,0.00015888856903857975
kubernetes,post,MadhavJivrajani,31,149,0.010144841739809023
kubernetes,post,enj,45,345,0.008035270258328899
kubernetes,post,wojtek-t,112,953,0.04402547196434112
kubernetes,post,sttts,76,549,0.014232921943890234
kubernetes,post,kolyshkin,3,6,9.042016421197109e-05
kubernetes,post,saad-ali,38,177,0.006603764583033148
kubernetes,post,jsafrane,36,234,0.009621987887869443
kubernetes,post,p0lyn0mial,22,148,0.002233968414390131
kubernetes,post,mikedanese,49,265,0.005878071470701614
kubernetes,post,benluddy,21,101,0.00017467507542017827
kubernetes,post,brianpursley,31,204,0.009562063567985512
kubernetes,post,ingvagabund,8,25,0.00047731989236916226
kubernetes,post,deads2k,128,1185,0.03969465860049413
kubernetes,post,caesarxuchao,66,409,0.013372229248733427
kubernetes,post,jiahuif,116,1102,0.029010359899297355
kubernetes,post,ncdc,22,104,0.002677404704964133
kubernetes,post,jpbetz,69,557,0.008471627230540743
kubernetes,post,smarterclayton,105,823,0.024275353513083974
kubernetes,post,alculquicondor,64,674,0.0076563893726165864
kubernetes,post,cjcullen,7,18,7.617503524938995e-05
kubernetes,post,aramase,34,174,0.006882876219223632
kubernetes,post,mochizuki875,9,30,0.001282519350561389
kubernetes,post,verb,6,18,0.00043589829300924403
kubernetes,post,haircommander,60,468,0.003964330433139415
kubernetes,post,eiffel-fl,3,6,0.00027761680302721407
kubernetes,post,kow3ns,29,208,0.003770541608876859
kubernetes,post,prateekgogia,1,2,0.0
kubernetes,post,krmayankk,61,345,0.01567410707857149
kubernetes,post,hunshcn,1,2,0.0
kubernetes,post,alexzielenski,49,302,0.010595491192292939
kubernetes,post,mengjiao-liu,53,218,0.00864649674008313
kubernetes,post,siyuanfoundation,11,41,0.005599070197874798
kubernetes,post,rexagod,13,35,0.002866699627751613
kubernetes,post,liangyuanpeng,24,73,0.008935164059745555
kubernetes,post,lavalamp,38,168,0.0069303673616801275
kubernetes,post,cchapla,4,8,0.00021422357491420247
kubernetes,post,taoyounger,17,43,0.008254915776542714
kubernetes,post,skitt,31,117,0.003914234980558358
kubernetes,post,neolit123,33,289,0.0026523545885575165
kubernetes,post,pacoxu,123,868,0.04358197600091076
kubernetes,post,dgrisonnet,50,279,0.009641664834639145
kubernetes,post,apelisse,54,384,0.003169105349735678
kubernetes,post,roycaihw,14,41,0.0007206102867857654
kubernetes,post,calvinballing,3,7,5.730070994449421e-05
kubernetes,post,liyuerich,13,43,0.0008991622247783048
kubernetes,post,shyamjvs,6,14,0.0007242812457101281
kubernetes,post,cici37,31,170,0.005188777125809706
kubernetes,post,seans3,31,192,0.016256865776582675
kubernetes,post,Jefftree,34,169,0.006772723051853209
kubernetes,post,cheftako,56,290,0.010537160980313305
kubernetes,post,ritazh,32,187,0.0008636566455530676
kubernetes,post,wlq1212,8,18,0.0009144377118445257
kubernetes,post,gjkim42,22,132,8.754179243648009e-05
kubernetes,post,odinuge,34,158,0.0062931879767477395
kubernetes,post,swatisehgal,45,331,0.004322012942525456
kubernetes,post,ahg-g,27,121,0.010877752881060455
kubernetes,post,wzshiming,42,239,0.007501519415457174
kubernetes,post,ruiwen-zhao,27,92,0.005513591475576586
kubernetes,post,elmiko,15,51,0.001252121739593637
kubernetes,post,kannon92,79,706,0.017730987577042723
kubernetes,post,andyzhangx,31,122,0.003908661162553816
kubernetes,post,matthyx,38,256,0.0008077726280625109
kubernetes,post,charles-chenzz,52,208,0.010739159192186782
kubernetes,post,feiskyer,45,180,0.01748411621286029
kubernetes,post,bridgetkromhout,15,39,0.0020307511269239214
kubernetes,post,mimowo,46,435,0.005891720901953264
kubernetes,post,rphillips,36,190,0.0022938949803210534
kubernetes,post,azylinski,3,6,0.00025067211078670047
kubernetes,post,lubronzhan,4,8,0.0002684243766812347
kubernetes,post,bobbypage,72,500,0.020552696562231805
kubernetes,post,fatsheep9146,9,30,0.00019429125592343755
kubernetes,post,a-hilaly,7,26,1.8762218895055403e-05
kubernetes,post,jmhbnz,6,20,0.0
kubernetes,post,tkashem,10,29,0.0013130860385552011
kubernetes,post,kerthcet,35,186,0.008147164640379578
kubernetes,post,marosset,31,147,0.006121661589892978
kubernetes,post,dashpole,35,138,0.0048731893266331155
kubernetes,post,harche,31,158,0.0010230263423538805
kubernetes,post,CecileRobertMichon,3,7,0.00015397305384653187
kubernetes,post,yujuhong,56,245,0.011161117600891602
kubernetes,post,mwielgus,29,96,0.005719371952351754
kubernetes,post,mkowalski,11,30,0.0026305140148840814
kubernetes,post,endocrimes,36,209,0.009892510120613396
kubernetes,post,klueska,49,384,0.013077292623648967
kubernetes,post,upodroid,31,135,0.0058089426061218525
kubernetes,post,chendave,51,536,0.01675383794551475
kubernetes,post,HirazawaUi,63,283,0.010216143341202997
kubernetes,post,mzaian,12,42,0.00039851841318969404
kubernetes,post,mtaufen,31,138,0.0023179088167001594
kubernetes,post,MartinForReal,1,3,0.0
kubernetes,post,Verolop,51,242,0.00396038498735813
kubernetes,post,MikeSpreitzer,18,100,0.001671501650351628
kubernetes,post,elezar,13,52,0.0011815756935184031
kubernetes,post,nckturner,7,23,0.0002664259137224656
kubernetes,post,gnufied,55,326,0.022131816444018987
kubernetes,post,aravindhp,14,43,0.004161056795953291
kubernetes,post,ndixita,17,62,0.001628211976989468
kubernetes,post,tukwila,19,60,0.001968642301292044
kubernetes,post,yxxhero,11,27,0.0011071810772323907
kubernetes,post,richabanker,15,42,0.0008916708344740901
kubernetes,post,PushkarJ,4,10,0.0001447539752927313
kubernetes,post,kaisoz,6,16,0.0009487269438852736
kubernetes,post,caseydavenport,16,81,0.0003401666723926137
kubernetes,post,cartermckinnon,17,48,0.003575142778022435
kubernetes,post,oomichi,11,28,0.0013625957675832215
kubernetes,post,bzsuni,35,133,0.0041235368282005955
kubernetes,post,ibilalkayy,2,4,5.368937648017142e-05
kubernetes,post,git-jxj,2,4,6.060049673301563e-05
kubernetes,post,code-elinka,8,24,0.0042966399699972445
kubernetes,post,Random-Liu,38,193,0.004059648278237956
kubernetes,post,alexanderConstantinescu,8,54,0.0
kubernetes,post,shijinye,2,5,0.0
kubernetes,post,mmiranda96,13,37,0.0031246962561457896
kubernetes,post,ahrtr,6,15,0.00023031334302112323
kubernetes,post,iiiceoo,2,4,3.371390750497293e-05
kubernetes,post,ffromani,50,443,0.0027223625659217863
kubernetes,post,iholder101,26,127,0.0002557685579097023
kubernetes,post,ivelichkovich,14,57,0.0005619760087093714
kubernetes,post,janetkuo,11,29,0.0007561736406630563
kubernetes,post,tobiasgiese,2,4,0.00015397305384653187
kubernetes,post,furkatgofurov7,27,82,0.010158922334829621
kubernetes,post,SataQiu,54,337,0.011324303176455741
kubernetes,post,jkh52,8,20,0.0004763213052393003
kubernetes,post,kmala,17,54,0.002320943240791723
kubernetes,post,Penguin-zlh,3,6,3.684785035097163e-05
kubernetes,post,mortent,22,136,0.005388697620527566
kubernetes,post,ASverdlov,5,17,6.718523790266762e-05
kubernetes,post,Lukasz-AWS,4,13,0.00013939830374971255
kubernetes,post,aleksandra-malinowska,15,65,0.0002785314795440658
kubernetes,post,akhilerm,19,53,0.003407897511747157
kubernetes,post,tenzen-y,10,34,0.0007241829463279238
kubernetes,post,hellocn9,2,4,2.5425486919785082e-05
kubernetes,post,saikat-royc,20,99,0.00790046256949194
kubernetes,post,chrishenzie,23,119,0.00609010583695172
kubernetes,post,hrishikeshdkakkad,1,2,0.0
kubernetes,post,marseel,7,18,0.0009829550728777752
kubernetes,post,mborsz,8,25,0.0003765343721569982
kubernetes,post,vteratipally,3,6,9.283311469384849e-05
kubernetes,post,xing-yang,59,408,0.0362771363136229
kubernetes,post,onsi,2,5,0.0
kubernetes,post,torredil,7,20,0.0005133104080060234
kubernetes,post,bertinatto,5,10,0.0005072926679442686
kubernetes,post,RomanBednar,11,35,0.0018405062412896564
kubernetes,post,huww98,6,15,0.00038668982220052675
kubernetes,post,mauriciopoppe,22,140,0.0025802736626996652
kubernetes,post,mattcary,28,134,0.004496282763947869
kubernetes,post,jingxu97,38,197,0.009503530507696098
kubernetes,post,sonasingh46,6,16,6.258990697560408e-05
kubernetes,post,cvvz,7,23,0.00024326372806528107
