repository,username,mention_count,roles,is_known_bot,only_comments,high_volume,suspected_bot
kubernetes,mxinden,4,"['author', 'comment_authors']",False,False,False,False
kubernetes,Bronwyn645,2,['comment_authors'],False,True,False,True
kubernetes,goblain,1,['review_comment_authors'],False,True,False,True
kubernetes,alex-slynko,6,"['author', 'comment_authors']",False,False,False,False
kubernetes,Dominik-K,1,['comment_authors'],False,True,False,True
kubernetes,thomas-riccardi,4,"['author', 'comment_authors']",False,False,False,False
kubernetes,luuduchieu,1,['comment_authors'],False,True,False,True
kubernetes,hansenwg,1,['comment_authors'],False,True,False,True
kubernetes,18133880978,1,['author'],False,False,False,False
kubernetes,joschi36,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,onitake,3,"['comment_authors', 'review_comment_authors']",False,True,False,True
kubernetes,resmo,2,['comment_authors'],False,True,False,True
kubernetes,booxter,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,jzsjm1002,1,['author'],False,False,False,False
kubernetes,dennis-benzinger-hybris,1,['comment_authors'],False,True,False,True
kubernetes,rmb938,1,['author'],False,False,False,False
kubernetes,Abhik1998,7,"['author', 'comment_authors']",False,False,False,False
kubernetes,q6413260,10,"['author', 'comment_authors']",False,False,False,False
kubernetes,yyx,3,['comment_authors'],False,True,False,True
kubernetes,KnVerey,150,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,totahuanocotl,1,['comment_authors'],False,True,False,True
kubernetes,RainingNight,1,['comment_authors'],False,True,False,True
kubernetes,astrieanna,13,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,rhockenbury,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,yeya24,15,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,mel3c,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,PauloFerreira25,1,['author'],False,False,False,False
kubernetes,sn-x,1,['comment_authors'],False,True,False,True
kubernetes,bittopaz,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,YanzhaoLi,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,DheerajSShetty,3,"['comment_authors', 'review_comment_authors']",False,True,False,True
kubernetes,dczombera,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,jta,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,shturec,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,Jeffwan,29,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,selslack,1,['comment_authors'],False,True,False,True
kubernetes,wayilau,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,nujeh,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,ZYecho,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,makoscafee,5,['comment_authors'],False,True,False,True
kubernetes,ehmm,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,wangkeqiang123,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,liticer,1,['author'],False,False,False,False
kubernetes,wozniakjan,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,suker200,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,shomron,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,Ramyak,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,pencc,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,tommyp1ckles,1,['author'],False,False,False,False
kubernetes,xujihui1985,1,['review_comment_authors'],False,True,False,True
kubernetes,shudipta,1,['author'],False,False,False,False
kubernetes,SidakM-zz,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,548017,1,['comment_authors'],False,True,False,True
kubernetes,wtan825,1,['author'],False,False,False,False
kubernetes,zhan849,38,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,cizixs,1,['comment_authors'],False,True,False,True
kubernetes,pdhung,4,['comment_authors'],False,True,False,True
kubernetes,Pensu,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,mbarthelemy-grab,1,['comment_authors'],False,True,False,True
kubernetes,boddumanohar,22,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,rkamudhan,2,['author'],False,False,False,False
kubernetes,ReillyTevera,7,"['author', 'comment_authors']",False,False,False,False
kubernetes,JacksChoco,1,['comment_authors'],False,True,False,True
kubernetes,krzykwas,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,atavakoli,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,robfig,1,['comment_authors'],False,True,False,True
kubernetes,atavakoliyext,1,['comment_authors'],False,True,False,True
kubernetes,sporkmonger,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,sugare,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,zmackie,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,wengjixi,1,['author'],False,False,False,False
kubernetes,PascalBourdier,1,['author'],False,False,False,False
kubernetes,srueg,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,renmu2017,1,['author'],False,False,False,False
kubernetes,Joseph-Irving,33,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,mbrannock,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,bradjones1,1,['comment_authors'],False,True,False,True
kubernetes,dysartjacko,1,['comment_authors'],False,True,False,True
kubernetes,linxiulei,70,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,jorgesece,1,['comment_authors'],False,True,False,True
kubernetes,jburianek,1,['comment_authors'],False,True,False,True
kubernetes,yosshy,3,"['comment_authors', 'review_comment_authors']",False,True,False,True
kubernetes,josiahbjorgaard,65,"['author', 'comment_authors']",False,False,False,False
kubernetes,zhuguihua,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,mrueg,12,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,thequailman,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,MalloZup,35,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,rzs840707,1,['author'],False,False,False,False
kubernetes,odacremolbap,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,justicezyx,1,['comment_authors'],False,True,False,True
kubernetes,hjkatz,1,['comment_authors'],False,True,False,True
kubernetes,qingboliu,1,['author'],False,False,False,False
kubernetes,maorfr,1,['comment_authors'],False,True,False,True
kubernetes,prksu,43,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,vikramk7,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,towolf,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,annehwatson,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,pytimer,20,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,kahootali,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,vyta,9,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,kubecontuxm,1,['author'],False,False,False,False
kubernetes,ogazitt,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,neiltiwari,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,ericlamus,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,nmelo,1,['author'],False,False,False,False
kubernetes,Vishad89,1,['author'],False,False,False,False
kubernetes,jhernandezb,1,['author'],False,False,False,False
kubernetes,6ssi,1,['author'],False,False,False,False
kubernetes,djkevincr,1,['author'],False,False,False,False
kubernetes,karthigeyandiraviam,1,['author'],False,False,False,False
kubernetes,nydalal,1,['author'],False,False,False,False
kubernetes,plallin,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,davidbalazs,1,['comment_authors'],False,True,False,True
kubernetes,rafik8,1,['author'],False,False,False,False
kubernetes,IshwarChandra,1,['author'],False,False,False,False
kubernetes,sectorsize512,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,darshanime,9,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,hobbeslee,1,['comment_authors'],False,True,False,True
kubernetes,diafour,1,['review_comment_authors'],False,True,False,True
kubernetes,oleksiys,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,huynguyennovem,10,"['author', 'comment_authors']",False,False,False,False
kubernetes,adriananeci,1,['comment_authors'],False,True,False,True
kubernetes,anmolsachan,1,['comment_authors'],False,True,False,True
kubernetes,galexrt,1,['author'],False,False,False,False
kubernetes,seemethere,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,corteva-ryanbonham,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,lawrencejones,1,['comment_authors'],False,True,False,True
kubernetes,ninja-,1,['comment_authors'],False,True,False,True
kubernetes,zydxxxxx,1,['author'],False,False,False,False
kubernetes,sonasingh46,19,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,barkbay,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,mszostok,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,giuseppe,79,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,mariusgrigoriu,4,['comment_authors'],False,True,False,True
kubernetes,alok-lw,1,['comment_authors'],False,True,False,True
kubernetes,benceszikora,1,['comment_authors'],False,True,False,True
kubernetes,anitgandhi,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,YoubingLi,26,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,hchenxa,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,KevinKingKong,8,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,joshrosso,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,isnuryusuf,1,['comment_authors'],False,True,False,True
kubernetes,rkojedzinszky,11,"['author', 'comment_authors']",False,False,False,False
kubernetes,riaan53,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,imkin,18,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,nmiculinic,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,cadeniyi,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,aixeshunter,1,['author'],False,False,False,False
kubernetes,JishanXing,8,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,legopin,1,['comment_authors'],False,True,False,True
kubernetes,frejsoya,1,['comment_authors'],False,True,False,True
kubernetes,lathiat,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,ampsingram,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,srmocher,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,jhrv,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,bhavin192,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,cristiklein,1,['author'],False,False,False,False
kubernetes,gkope,1,['comment_authors'],False,True,False,True
kubernetes,marciorodrigues87,1,['comment_authors'],False,True,False,True
kubernetes,markjacksonfishing,29,['comment_authors'],False,True,False,True
kubernetes,Shnatsel,1,['comment_authors'],False,True,False,True
kubernetes,timoha,1,['review_comment_authors'],False,True,False,True
kubernetes,rusik69,14,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,nsega,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,shaoxt,1,['comment_authors'],False,True,False,True
kubernetes,zgfh,29,"['author', 'comment_authors']",False,False,False,False
kubernetes,makocchi-git,9,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,nuistzyw,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,globervinodhn,64,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,ztewyk,1,['author'],False,False,False,False
kubernetes,mason1kwok,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,ajatprabha,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,zerkms,4,"['author', 'comment_authors']",False,False,False,False
kubernetes,y-taka-23,4,"['author', 'comment_authors']",False,False,False,False
kubernetes,b1zzu,1,['author'],False,False,False,False
kubernetes,s3than,1,['comment_authors'],False,True,False,True
kubernetes,ijumps,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,aespejel,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,zhanghuidinah,1,['comment_authors'],False,True,False,True
kubernetes,zq-david-wang,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,mathu97,2,['review_comment_authors'],False,True,False,True
kubernetes,Zyqsempai,16,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,hossainemruz,1,['author'],False,False,False,False
kubernetes,SuperQ,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,pradeepmurugesan,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,wnxn,2,['author'],False,False,False,False
kubernetes,chankh,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,ggsyu,1,['author'],False,False,False,False
kubernetes,surajssd,5,"['author', 'comment_authors']",False,False,False,False
kubernetes,namreg,23,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,rtheis,7,['comment_authors'],False,True,False,True
kubernetes,answer1991,83,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,olehb,1,['comment_authors'],False,True,False,True
kubernetes,mjaow,8,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,RomanKrasavtsev,6,"['author', 'comment_authors']",False,False,False,False
kubernetes,brengarajalu,2,['author'],False,False,False,False
kubernetes,paralika,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,castrojo,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,xiaoanyunfei,96,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,everpeace,37,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,viniciusdanone,1,['review_comment_authors'],False,True,False,True
kubernetes,shavidissa,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,mesaugat,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,rajathagasthya,16,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,SergeyKanzhelev,1299,"['author', 'comment_authors', 'review_comment_authors']",False,False,True,True
kubernetes,subramanian-neelakantan,14,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,yeaheo,1,['author'],False,False,False,False
kubernetes,Sunilkgupta2010,1,['author'],False,False,False,False
kubernetes,phoenixking25,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,skarthiksrinivas,8,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,sandeeppsunny,10,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,war-turtle,9,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,yuwenma,56,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,zhuangqh,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,tghartland,9,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,nelsg,1,['comment_authors'],False,True,False,True
kubernetes,palash25,9,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,KubeStacker,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,masteinhauser,1,['comment_authors'],False,True,False,True
kubernetes,povilasv,5,"['author', 'comment_authors']",False,False,False,False
kubernetes,arjunrn,15,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,arunpmohan,1,['comment_authors'],False,True,False,True
kubernetes,mrgleeco,1,['comment_authors'],False,True,False,True
kubernetes,ClayShentrup,1,['review_comment_authors'],False,True,False,True
kubernetes,marwinski,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,lmdaly,40,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,klueska,427,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,nanoscopic,1,['review_comment_authors'],False,True,False,True
kubernetes,emmmmygold,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,tomwilkie,1,['comment_authors'],False,True,False,True
kubernetes,nolancon,73,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,Sreemanti-Ghosh,2,['comment_authors'],False,True,False,True
kubernetes,saschagrunert,726,"['author', 'comment_authors', 'review_comment_authors']",False,False,True,True
kubernetes,lithammer,1,['comment_authors'],False,True,False,True
kubernetes,arunvelsriram,1,['comment_authors'],False,True,False,True
kubernetes,runyontr,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,lucab,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,rlenferink,13,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
