repository,username,mention_count,roles,is_known_bot,only_comments,high_volume,suspected_bot
apache-spark,dhimmel,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,malduarte,3,"['author', 'comment_authors']",False,False,False,False
apache-spark,kbendick,14,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,li36909,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,sarveshdave1,1,['author'],False,False,False,False
apache-spark,zhu3pang,1,['review_comment_authors'],False,True,False,True
apache-spark,lucasbru,1,['author'],False,False,False,False
apache-spark,artiship,3,"['author', 'comment_authors']",False,False,False,False
apache-spark,hannahkamundson,15,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,dongkelun,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,utkarsh39,18,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,ssharshan,1,['comment_authors'],False,True,False,True
apache-spark,jsoref,23,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,ayushi-agarwal,8,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,pprzetacznik,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,PierreLeresteux,1,['author'],False,False,False,False
apache-spark,shahar603,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,Southwest16,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,gumartinm,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,amadav,1,['comment_authors'],False,True,False,True
apache-spark,abmodi,3,"['author', 'comment_authors']",False,False,False,False
apache-spark,shortcuts,1,['comment_authors'],False,True,False,True
apache-spark,hammertank,3,"['author', 'comment_authors']",False,False,False,False
apache-spark,JQ-Cao,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,yui2010,1,['author'],False,False,False,False
apache-spark,milindvdamle,1,['author'],False,False,False,False
apache-spark,dolfinus,1,['comment_authors'],False,True,False,True
apache-spark,merlijn-sebrechts,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,Alexander770,1,['comment_authors'],False,True,False,True
apache-spark,guixiaowen,9,"['author', 'comment_authors']",False,False,False,False
apache-spark,sqlwindspeaker,14,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
